 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23
1,694.79,699.30,698.74,661.68,665.07,698.99,696.13,696.64,701.14,726.63,725.67,733.01,699.00,701.01,691.48,684.22,692.08,666.97,691.00,671.88,688.04,680.27,694.79
2,695.94,699.70,698.02,663.63,663.26,700.62,695.80,696.61,702.97,726.49,721.80,732.64,698.14,701.49,688.80,687.22,691.41,667.21,690.68,670.77,686.66,681.25,695.94
3,696.39,699.73,697.07,664.65,660.86,700.58,694.56,696.07,705.51,726.34,718.59,733.15,699.07,701.38,687.52,688.48,691.57,667.86,690.55,670.44,685.11,682.83,696.39
4,695.68,699.49,697.34,663.64,659.56,699.26,694.31,695.96,707.48,726.15,718.13,733.63,700.42,700.56,686.98,687.80,691.93,668.05,690.61,670.14,683.71,684.62,695.68
5,694.00,698.91,698.05,662.33,658.61,698.24,693.77,696.48,707.69,725.99,717.82,733.53,699.86,699.77,688.36,686.83,692.42,667.98,690.14,670.57,682.85,684.97,694.00
6,692.12,698.49,698.05,662.36,658.53,697.20,692.29,696.09,706.24,726.49,717.08,732.64,698.12,699.99,689.98,686.18,692.53,667.51,688.25,671.57,682.84,683.83,692.12
7,691.31,698.16,697.47,662.80,660.29,695.63,691.90,695.46,704.11,726.07,716.96,731.17,698.21,700.62,689.70,685.98,692.52,667.34,685.77,671.89,683.05,683.13,691.31
8,692.54,698.02,697.10,662.08,662.20,695.22,691.95,694.37,702.69,725.29,717.60,730.87,700.72,700.95,689.04,686.42,693.14,668.63,685.11,672.73,684.11,682.72,692.54
9,694.42,696.96,696.07,660.97,663.78,696.04,692.15,693.02,702.61,725.28,718.11,730.71,704.24,700.53,687.91,687.16,693.81,670.65,686.52,673.18,685.43,682.78,694.42
10,695.51,694.47,694.91,660.11,665.06,696.89,692.66,692.74,702.71,725.05,718.80,730.47,708.54,698.98,686.31,688.64,694.42,671.82,687.93,672.38,685.32,683.76,695.51
11,695.39,692.91,694.73,659.13,666.05,697.58,692.76,692.87,702.40,724.15,718.92,731.28,711.53,697.41,685.96,689.43,694.53,670.48,688.57,672.16,685.03,684.62,695.39
12,695.31,692.59,693.80,657.92,667.62,697.36,691.70,692.93,702.66,722.03,718.58,731.97,712.74,696.36,685.86,687.46,694.08,668.09,688.05,672.91,684.24,684.91,695.31
13,695.45,692.61,692.92,657.31,668.94,696.03,691.83,693.82,703.03,720.11,718.85,732.19,713.54,696.86,685.90,686.24,693.71,667.06,688.31,672.68,683.63,684.11,695.45
14,694.65,692.71,693.46,657.47,669.36,695.63,693.83,694.48,702.50,721.14,718.30,731.42,713.01,698.74,685.95,686.45,693.15,667.16,689.92,670.47,683.94,682.53,694.65
15,693.89,693.71,694.04,658.70,669.95,696.55,695.11,693.72,702.00,724.00,716.93,730.33,712.44,698.77,685.55,686.03,692.38,667.45,690.31,669.11,684.83,682.16,693.89
16,693.46,695.39,693.50,660.14,670.76,697.62,695.77,691.82,702.29,725.07,716.39,730.33,711.89,697.39,685.71,685.71,691.79,668.22,689.83,670.05,685.87,682.01,693.46
17,692.89,695.87,693.20,661.50,670.90,698.59,697.59,689.58,702.50,722.42,715.61,729.81,711.19,696.96,686.85,684.82,690.60,668.72,689.78,671.03,686.13,681.53,692.89
18,692.81,694.68,692.85,662.73,670.53,699.24,698.52,688.98,701.77,720.10,715.25,728.28,710.83,696.14,687.93,683.86,689.48,668.63,688.72,671.17,685.74,681.69,692.81
19,693.30,693.84,691.76,662.77,669.98,699.14,697.02,691.31,700.72,720.42,716.11,727.29,710.28,695.42,687.54,683.80,690.32,668.34,687.32,670.65,685.00,682.42,693.30
20,692.97,694.05,691.26,661.57,670.10,698.18,694.53,693.83,699.81,721.83,716.14,727.27,709.61,695.94,687.28,683.39,691.84,667.25,686.96,670.59,684.52,683.05,692.97
21,692.03,695.06,691.73,660.29,671.48,698.12,695.41,693.38,700.22,721.68,716.06,726.86,708.64,696.64,686.77,683.71,692.24,667.22,687.73,670.74,684.25,682.74,692.03
22,691.49,695.97,692.88,659.57,673.89,699.03,697.50,691.25,701.52,720.21,715.96,726.65,707.86,697.55,685.72,685.55,691.07,668.91,689.34,669.80,683.86,681.93,691.49
23,691.30,695.51,694.08,659.72,674.77,698.57,696.93,690.17,702.33,719.23,715.70,727.68,706.82,697.65,684.57,686.40,689.86,670.44,689.60,668.56,682.77,681.84,691.30
24,691.89,694.80,694.50,660.15,671.64,698.78,696.45,689.92,702.25,720.42,716.60,730.15,705.70,696.22,684.06,685.35,689.68,670.69,687.13,669.03,682.06,681.94,691.89
25,693.45,694.12,693.92,660.32,667.78,699.50,697.23,690.05,701.88,721.92,717.96,732.72,705.61,694.87,683.57,684.31,690.01,669.41,684.52,670.21,682.67,682.17,693.45
26,694.38,693.29,692.68,660.01,668.15,699.75,696.65,690.30,701.57,723.20,718.98,736.74,706.46,693.88,683.27,684.13,689.47,667.79,684.29,670.84,683.84,682.35,694.38
27,693.07,693.88,692.25,659.88,669.82,699.60,694.01,690.45,701.91,724.83,719.19,742.07,706.99,692.72,682.80,685.17,688.55,666.54,686.74,670.82,684.29,681.90,693.07
28,692.74,694.87,692.12,659.90,668.98,697.73,692.27,690.54,702.03,725.80,718.71,745.12,707.06,691.88,681.58,686.69,688.61,665.83,688.64,671.07,684.36,681.99,692.74
29,693.69,694.57,691.48,660.15,667.26,695.56,692.35,690.27,701.04,726.38,718.10,745.64,706.66,691.85,681.99,688.20,688.59,666.34,688.70,670.56,684.43,682.30,693.69
30,693.67,693.60,691.63,660.65,666.65,694.50,692.01,689.86,700.26,726.37,717.03,744.71,705.07,692.21,683.75,688.39,688.04,667.09,687.43,669.11,683.96,682.50,693.67
31,694.11,694.48,692.61,660.70,666.25,695.35,691.58,689.44,700.71,724.61,716.85,745.30,703.90,692.52,683.77,687.82,689.16,667.87,687.10,668.29,683.40,682.55,694.11
32,695.09,694.88,693.77,660.21,665.58,696.16,691.86,689.57,701.29,723.16,718.48,747.22,703.97,693.98,682.32,689.19,690.70,668.27,688.14,668.36,683.46,683.09,695.09
33,695.90,693.59,694.60,658.71,666.25,694.60,692.43,691.05,700.66,722.85,720.86,747.23,705.29,695.91,681.95,691.77,689.81,668.27,689.47,669.09,684.18,684.28,695.90
34,696.46,692.72,694.58,657.47,666.62,693.21,693.09,691.91,699.22,723.79,721.48,746.00,705.77,696.08,682.26,692.30,688.12,668.16,690.41,671.81,685.15,685.17,696.46
35,694.99,692.60,693.88,657.18,664.15,692.93,694.00,691.57,698.31,724.07,719.56,744.47,704.36,694.77,682.25,691.55,687.07,667.67,689.97,674.51,685.28,684.66,694.99
36,693.18,693.01,693.69,657.38,661.23,692.22,694.75,690.91,698.59,723.48,719.09,742.55,702.22,694.17,682.83,690.22,687.04,667.66,690.22,673.73,684.71,683.29,693.18
37,692.60,694.44,694.52,657.47,661.94,691.82,693.83,690.55,700.06,723.00,721.06,740.76,702.00,694.79,684.75,688.53,688.22,667.97,690.13,672.35,684.18,682.36,692.60
38,693.07,697.42,694.69,656.99,665.38,691.51,692.11,690.11,701.41,723.44,721.46,740.33,703.41,695.53,686.73,687.74,689.48,666.71,689.78,672.12,683.88,682.30,693.07
39,694.08,699.00,693.95,657.40,667.71,691.19,692.19,689.76,701.07,723.83,719.29,741.35,704.62,695.79,687.36,689.90,689.08,664.99,689.53,671.07,683.67,682.39,694.08
40,694.25,697.81,693.94,659.49,667.75,691.10,691.62,689.39,700.30,722.68,715.49,741.21,704.15,695.55,687.23,693.19,689.01,665.63,688.67,670.26,684.08,682.66,694.25
41,694.23,696.92,694.24,661.15,667.62,691.28,690.24,688.53,700.15,720.95,713.56,739.68,702.91,696.08,686.59,695.04,690.58,666.36,690.20,670.05,684.77,683.29,694.23
42,693.85,696.98,694.79,661.61,666.25,691.45,689.39,688.26,699.84,720.56,715.60,738.13,701.63,697.39,686.19,694.98,691.30,666.36,692.26,671.60,684.52,683.73,693.85
43,693.84,696.81,694.92,661.05,664.26,690.96,691.29,687.90,699.72,720.97,718.93,737.53,700.90,698.25,686.34,695.63,691.49,667.04,692.29,673.11,683.97,684.18,693.84
44,693.96,695.96,695.59,659.22,665.36,690.15,696.10,687.26,699.68,720.08,720.84,738.76,701.54,698.47,686.24,697.23,691.51,668.84,691.03,672.73,683.85,683.46,693.96
45,693.11,694.77,696.22,658.27,665.77,690.12,701.64,687.32,700.40,718.23,719.55,739.59,702.05,698.53,686.36,698.14,690.57,670.09,690.33,670.92,683.58,682.27,693.11
46,691.53,695.54,695.65,657.79,662.05,690.92,706.65,686.91,702.04,717.40,717.89,738.21,702.11,699.10,686.06,698.30,689.44,670.22,689.97,670.09,682.89,682.06,691.53
47,690.46,697.86,694.48,657.81,659.22,690.44,709.57,686.71,703.07,716.92,718.00,736.91,702.10,698.88,684.77,698.04,688.43,671.00,689.46,670.52,682.97,682.55,690.46
48,690.26,699.41,694.84,658.41,660.71,689.91,709.44,686.79,703.04,717.07,718.30,736.99,701.33,697.98,684.21,698.48,688.32,673.45,690.21,670.87,684.35,683.37,690.26
49,690.87,700.08,695.78,658.59,663.08,690.05,709.14,687.15,702.09,719.76,718.66,737.35,700.11,697.17,684.33,698.24,690.12,674.63,691.23,670.78,684.81,683.89,690.87
50,691.06,700.27,695.54,658.01,663.76,689.34,709.86,687.29,702.29,721.68,719.97,737.88,698.53,697.12,684.79,697.11,692.96,673.84,691.06,669.75,684.51,682.79,691.06
51,691.03,699.93,693.77,656.50,663.48,688.51,710.71,687.32,702.94,720.22,720.68,737.38,697.43,698.02,685.52,697.53,693.42,672.57,689.39,669.54,684.66,682.03,691.03
52,691.74,700.51,691.90,654.91,662.55,688.68,710.73,687.77,702.64,719.05,721.21,736.32,698.79,697.93,685.88,699.03,692.61,671.70,687.95,670.51,684.32,682.57,691.74
53,692.08,701.65,691.98,655.78,658.41,689.68,710.14,687.47,702.70,721.31,721.86,737.30,700.11,696.62,685.95,699.57,693.02,672.23,687.19,672.02,684.25,682.92,692.08
54,692.03,702.32,693.22,658.03,655.15,689.82,710.57,686.00,703.38,725.28,722.71,738.68,700.42,695.98,684.36,699.83,692.45,672.87,688.66,672.78,685.01,682.88,692.03
55,692.40,703.05,694.32,658.42,655.57,689.11,712.09,686.15,704.05,727.31,722.75,739.92,702.12,696.19,682.22,699.32,692.49,672.25,691.09,671.73,685.62,682.28,692.40
56,692.84,703.14,694.71,657.35,655.95,688.50,711.80,687.53,704.24,726.86,722.61,739.84,702.64,696.26,683.08,698.70,692.83,671.05,690.33,670.39,685.73,681.56,692.84
57,693.18,701.67,694.53,657.42,657.80,687.40,710.88,687.58,703.69,725.21,722.88,738.97,699.61,696.11,684.31,699.24,690.15,669.91,689.19,670.64,685.11,682.25,693.18
58,693.33,699.93,694.49,658.02,659.96,685.53,710.63,686.61,702.38,723.78,721.94,739.29,696.84,694.61,683.78,698.37,687.74,671.36,689.32,671.87,684.93,684.07,693.33
59,693.47,699.61,695.19,658.94,659.04,685.11,709.53,686.49,701.41,723.37,719.53,740.23,697.16,692.76,683.35,697.03,688.31,674.32,689.62,672.39,685.33,685.42,693.47
60,692.74,700.30,695.35,660.32,657.65,686.05,707.92,686.89,701.64,723.77,718.42,739.87,699.09,692.46,683.71,696.36,688.09,674.99,689.48,672.19,685.69,685.27,692.74
61,691.11,699.84,695.28,660.64,659.38,687.04,707.25,687.21,702.63,724.22,720.15,738.52,699.92,692.91,684.35,696.02,687.41,674.36,688.53,671.56,685.66,684.20,691.11
62,690.34,698.35,694.98,660.15,661.98,687.13,706.75,687.41,702.95,724.16,724.09,738.13,700.74,693.52,684.27,696.32,688.27,673.25,688.01,671.24,685.51,683.48,690.34
63,691.57,697.26,693.92,659.12,662.87,685.59,705.62,687.42,702.23,723.37,726.19,738.60,701.62,694.12,684.20,696.95,689.36,672.37,687.40,670.91,685.31,682.62,691.57
64,692.75,696.48,693.38,657.94,661.73,683.94,703.51,688.49,702.01,722.14,722.86,738.79,700.47,693.90,684.37,696.23,689.92,671.72,687.61,671.29,685.54,682.11,692.75
65,692.57,695.93,693.74,658.49,661.44,685.42,701.67,689.20,702.37,722.20,720.14,739.66,698.34,693.05,684.01,694.40,690.61,671.07,688.80,672.11,685.89,682.33,692.57
66,691.48,695.73,694.66,659.42,662.64,687.54,701.16,687.20,702.93,723.40,721.53,739.45,697.91,692.95,682.49,693.57,690.25,670.33,688.72,671.72,685.47,682.12,691.48
67,690.50,694.53,694.83,659.63,663.26,687.50,701.71,685.66,702.71,724.47,722.57,737.08,698.61,694.07,681.69,694.14,689.15,669.95,688.49,670.32,684.58,681.79,690.50
68,690.75,692.87,694.65,660.23,663.72,688.33,702.30,686.41,702.57,724.52,720.83,734.79,699.52,694.98,682.37,694.36,689.14,669.77,690.62,669.17,684.80,681.47,690.75
69,691.46,691.68,694.03,660.30,665.81,689.39,702.12,687.66,703.86,724.28,719.69,734.32,701.12,695.17,683.38,693.78,690.83,670.07,693.30,669.87,685.48,681.38,691.46
70,692.73,690.75,694.51,659.87,666.87,689.57,701.77,687.62,705.03,725.86,719.71,734.57,702.51,695.17,683.76,693.41,691.99,670.42,693.77,671.50,685.52,681.65,692.73
71,693.47,690.21,694.60,660.17,666.82,690.28,702.14,685.81,705.00,728.63,718.82,734.01,702.11,695.48,684.03,693.12,692.27,670.14,693.09,671.59,685.48,681.76,693.47
72,692.97,691.11,692.59,660.34,669.10,690.28,702.80,685.30,705.03,729.57,716.79,732.76,700.96,697.39,684.26,692.25,691.86,670.24,693.91,671.48,684.74,681.77,692.97
73,692.03,694.25,691.27,659.91,671.06,688.80,701.43,686.47,705.68,728.60,714.39,731.68,701.50,698.04,683.41,692.26,690.49,670.50,695.81,671.64,683.02,682.34,692.03
74,692.12,696.41,692.48,661.27,670.38,688.27,699.33,688.54,705.68,726.23,714.02,730.77,701.83,697.56,681.42,692.70,689.07,668.95,698.00,671.54,682.20,682.81,692.12
75,692.77,697.53,694.19,662.83,669.20,689.97,698.61,689.93,705.61,724.90,715.57,730.45,701.52,697.24,680.51,692.98,689.04,668.38,700.21,671.05,682.57,682.22,692.77
76,692.88,699.42,695.18,661.84,668.07,691.25,698.45,690.14,705.85,725.51,716.68,731.65,701.93,697.10,680.82,694.50,689.99,670.16,701.29,669.77,683.32,681.68,692.88
77,693.41,700.64,695.71,660.42,664.98,690.75,698.42,689.26,705.68,725.89,716.31,733.80,703.24,697.94,681.28,695.49,690.08,671.45,701.61,669.44,683.70,681.93,693.41
78,694.80,700.35,696.37,660.01,661.64,689.91,699.07,688.37,706.09,725.23,716.26,736.55,703.04,699.33,680.96,694.01,690.25,671.37,702.06,671.35,684.30,682.42,694.80
79,695.71,699.07,696.77,660.10,661.27,689.04,700.20,687.50,706.45,724.68,718.28,739.16,701.03,699.85,679.74,692.42,690.78,670.07,703.90,672.55,685.16,682.24,695.71
80,696.00,697.89,696.54,660.35,661.99,688.43,699.83,686.60,705.47,724.90,720.69,740.58,699.31,700.12,680.16,691.29,692.37,667.87,705.44,671.45,685.09,681.89,696.00
81,696.04,697.86,695.72,660.29,663.28,687.40,698.62,686.61,703.97,725.49,720.85,741.89,699.04,701.29,683.12,691.06,694.06,666.67,704.22,669.39,683.76,683.01,696.04
82,694.74,698.63,694.20,659.34,665.75,686.73,698.11,686.22,703.77,725.93,719.85,742.80,699.45,701.47,685.52,691.16,693.80,666.97,701.98,667.94,682.22,683.94,694.74
83,693.01,698.47,693.32,658.67,666.21,686.89,696.90,685.81,704.08,725.01,719.64,742.91,698.85,699.25,684.62,690.55,692.80,667.58,701.23,666.98,682.47,683.25,693.01
84,693.56,697.90,692.93,658.94,664.74,686.84,695.20,686.14,703.91,724.20,718.76,741.57,698.33,697.33,683.02,690.19,691.53,667.52,701.26,667.11,684.28,682.07,693.56
85,694.89,698.49,692.91,659.60,662.62,687.55,693.83,686.40,702.91,725.25,717.26,741.37,699.30,698.40,682.07,690.64,689.65,668.32,701.23,669.58,684.95,681.97,694.89
86,694.72,699.76,694.22,659.52,660.66,687.92,693.93,685.76,701.51,726.81,716.41,744.10,701.43,699.61,680.68,691.81,689.63,669.20,701.20,672.43,684.17,682.37,694.72
87,693.05,700.31,694.95,659.19,661.61,686.81,694.58,686.27,701.26,727.29,718.20,745.99,701.18,699.70,680.51,692.02,691.06,668.97,701.51,673.18,683.46,683.34,693.05
88,691.64,698.77,694.28,659.20,663.68,685.53,693.79,687.79,701.98,727.20,721.80,745.58,699.38,701.58,680.90,691.23,691.01,668.14,702.06,671.65,683.49,684.24,691.64
89,690.99,696.51,693.93,659.77,664.59,686.86,691.41,687.83,703.22,727.41,722.78,746.50,698.80,703.19,681.00,690.61,689.35,667.04,700.67,670.05,684.42,683.50,690.99
90,691.63,695.14,693.20,661.12,665.06,688.67,691.17,686.81,703.86,728.50,719.89,748.24,697.68,701.40,681.66,690.78,687.53,665.85,697.38,669.87,685.43,682.55,691.63
91,692.71,694.15,692.90,662.42,666.20,688.79,692.94,685.51,702.72,729.94,718.81,748.01,695.08,699.27,682.29,691.63,686.61,666.68,696.03,670.37,686.19,682.60,692.71
92,692.37,693.91,693.27,663.05,667.86,688.03,694.03,685.07,701.44,730.63,721.30,746.72,693.16,698.86,682.38,692.54,686.89,668.65,695.22,670.11,686.49,682.29,692.37
93,691.73,694.14,693.73,663.01,668.62,686.58,693.44,685.18,701.75,731.65,723.12,745.90,693.29,699.04,681.55,692.85,687.67,669.44,693.13,669.41,685.66,682.39,691.73
94,692.44,694.62,693.25,662.77,669.62,685.47,691.77,685.32,703.10,731.81,724.39,745.27,695.00,700.31,679.87,693.03,688.60,668.78,693.40,669.29,685.11,682.91,692.44
95,694.12,694.65,692.99,662.93,670.23,685.37,691.27,685.10,704.15,729.46,726.34,745.42,696.79,701.94,679.17,693.42,688.61,668.08,696.28,669.84,684.67,682.72,694.12
96,695.73,694.37,693.75,663.58,669.24,685.30,691.38,684.38,703.87,728.33,725.21,745.16,697.61,701.92,680.16,693.57,688.67,668.02,697.87,669.86,683.72,682.59,695.73
97,695.98,695.25,693.93,663.37,667.98,684.51,692.41,684.05,702.08,730.21,722.93,744.47,696.95,701.19,681.42,693.87,688.74,668.47,697.50,670.45,683.21,682.69,695.98
98,695.00,697.81,692.58,661.52,666.98,685.07,694.57,684.99,701.21,732.07,723.04,745.22,696.09,700.50,681.77,694.54,688.46,669.27,697.93,671.35,682.95,683.22,695.00
99,694.71,700.25,692.34,659.58,666.52,686.39,696.15,685.90,702.53,732.21,722.97,745.79,694.88,700.87,682.75,695.35,688.46,668.68,698.34,671.25,682.65,684.01,694.71
100,695.73,699.73,693.85,659.64,667.26,686.51,695.17,686.27,704.64,730.75,721.57,744.88,693.28,701.49,683.48,695.70,688.37,667.62,696.99,670.02,682.86,684.71,695.73
101,695.32,698.30,694.83,659.52,669.04,687.26,692.84,687.16,705.95,728.32,719.07,744.06,693.48,702.70,682.65,694.98,688.31,667.41,694.72,668.43,683.72,684.36,695.32
102,693.83,697.52,694.70,658.60,670.78,687.96,691.44,687.78,705.91,726.57,717.69,742.59,694.68,704.03,681.23,694.98,689.02,666.59,693.90,668.19,684.00,683.18,693.83
103,693.23,696.23,694.27,659.05,671.64,688.53,692.68,688.34,705.49,724.47,719.18,740.66,696.24,703.90,680.77,696.29,690.12,665.80,694.77,669.04,683.88,682.26,693.23
104,693.47,695.55,694.30,659.75,671.54,690.49,693.75,689.04,705.44,723.49,722.16,739.62,697.24,702.81,681.49,696.53,690.43,666.34,695.80,670.18,683.78,682.47,693.47
105,693.85,696.09,695.29,658.99,671.79,692.15,693.16,688.27,706.05,726.17,723.85,740.17,696.78,702.07,683.24,695.34,688.31,668.16,696.04,671.35,683.92,682.73,693.85
106,693.39,696.78,695.75,658.08,672.75,693.11,692.95,686.74,706.48,730.78,723.59,741.70,695.36,702.87,686.55,693.58,686.28,667.95,693.90,670.91,684.37,682.90,693.39
107,691.87,697.58,695.87,658.71,672.50,694.18,692.95,685.72,705.43,734.08,723.39,743.68,694.18,703.37,689.66,691.66,685.61,665.65,691.18,670.55,684.90,683.33,691.87
108,690.62,697.03,696.17,659.67,671.70,695.53,693.19,685.61,704.11,734.43,723.67,745.15,693.43,702.99,690.77,691.84,685.13,664.41,691.56,670.87,684.44,683.72,690.62
109,691.02,695.49,695.39,661.32,671.59,696.60,691.80,686.10,703.20,733.39,722.66,744.38,693.46,703.90,690.76,693.81,684.95,664.41,693.11,671.36,683.54,684.29,691.02
110,691.31,694.72,694.71,663.57,672.11,696.34,689.27,686.47,702.56,733.92,722.12,743.72,694.14,704.87,690.68,694.49,686.20,664.12,692.41,672.35,683.63,684.74,691.31
111,690.98,695.25,694.45,663.71,673.46,695.19,689.43,686.71,702.48,734.75,723.48,743.06,694.81,703.88,689.72,692.29,687.61,664.77,691.24,672.55,684.22,685.34,690.98
112,691.13,695.29,693.97,662.19,674.10,694.92,690.65,687.45,702.52,734.05,723.36,741.63,695.21,703.60,688.26,690.51,687.81,665.72,690.99,672.70,683.80,685.73,691.13
113,691.64,693.02,694.63,661.14,673.32,695.11,690.23,687.64,701.96,733.36,722.27,740.93,695.44,705.88,687.84,691.72,687.51,665.24,691.30,672.83,683.73,684.37,691.64
114,691.33,691.11,696.10,660.64,672.65,693.75,689.96,686.38,701.11,733.26,721.65,740.11,695.75,708.45,688.32,693.24,687.91,664.70,691.40,671.95,684.44,683.61,691.33
115,690.36,692.08,696.75,660.63,672.97,691.66,692.26,685.44,700.60,733.02,720.76,739.66,695.04,709.54,689.41,694.22,687.95,664.62,690.65,671.65,684.16,684.19,690.36
116,689.87,692.85,696.50,660.65,673.27,690.73,694.42,686.13,701.06,733.30,721.72,741.07,693.28,710.35,690.17,695.45,686.96,664.64,690.28,672.12,683.89,683.66,689.87
117,690.37,692.66,694.97,660.46,672.18,690.74,693.52,687.21,703.32,733.25,722.92,741.51,693.42,711.00,690.48,695.05,685.89,664.55,691.55,671.48,684.93,682.65,690.37
118,691.08,692.58,693.12,659.60,670.59,690.94,692.08,688.33,707.19,732.76,721.63,739.93,694.37,710.02,691.96,693.43,686.12,664.83,692.22,670.97,685.63,682.91,691.08
119,692.09,692.99,692.10,657.63,669.05,691.61,692.36,689.41,709.95,732.96,719.74,738.23,694.76,710.25,693.35,694.12,687.10,665.55,692.63,671.13,684.76,683.62,692.09
120,693.31,693.45,691.49,656.57,666.49,692.53,693.96,689.88,711.40,733.04,718.89,738.47,695.85,712.53,693.44,697.24,687.18,666.21,694.82,670.79,684.03,683.80,693.31
121,692.95,693.15,691.77,657.25,663.16,692.86,696.06,689.46,713.09,733.01,717.90,740.20,696.16,713.54,692.82,699.62,687.22,666.84,697.46,669.93,684.56,684.01,692.95
122,691.03,691.97,691.75,658.40,660.76,692.26,695.79,688.47,714.81,733.31,717.28,739.68,695.30,711.89,691.40,700.92,687.71,667.23,698.72,669.48,684.68,684.02,691.03
123,689.16,691.02,692.30,659.12,661.81,691.57,693.27,687.84,715.66,732.50,716.75,738.50,695.21,709.27,689.70,700.87,689.28,667.15,697.85,670.30,684.28,683.67,689.16
124,689.30,691.21,694.09,657.97,664.61,691.32,691.46,689.00,715.38,730.88,715.59,737.98,694.88,708.45,688.85,700.34,691.09,666.81,697.16,670.82,685.31,683.15,689.30
125,690.81,690.92,694.91,656.83,665.95,690.30,691.85,689.72,714.28,729.70,716.83,736.95,694.02,708.53,688.44,700.05,690.84,666.02,698.55,670.16,687.11,683.48,690.81
126,691.83,689.31,694.21,658.49,664.43,689.71,693.44,688.05,712.97,730.62,718.71,736.72,693.48,707.26,688.53,699.49,688.68,664.09,699.65,670.02,687.34,684.03,691.83
127,690.65,687.95,693.48,660.86,662.42,689.77,693.09,687.01,709.58,733.98,720.12,738.03,693.77,705.63,688.30,699.50,686.20,662.76,699.03,670.94,686.22,684.11,690.65
128,689.09,687.72,692.42,661.48,663.65,689.50,692.55,686.69,706.23,738.43,721.86,740.99,694.71,704.07,686.93,699.38,683.51,663.88,697.33,671.55,686.46,683.43,689.09
129,688.95,688.35,692.27,661.48,668.56,688.39,693.19,684.51,705.86,741.76,723.00,742.84,694.71,703.78,686.41,698.22,682.72,665.76,696.09,671.76,687.40,682.70,688.95
130,690.23,689.31,693.57,662.56,672.20,687.71,693.14,682.68,707.10,744.13,723.28,742.45,693.82,704.83,687.26,697.95,683.98,666.53,696.78,671.51,687.77,682.18,690.23
131,691.14,691.39,694.44,663.47,672.63,688.04,693.07,683.41,708.53,746.06,723.58,742.31,693.21,704.86,687.66,697.91,685.93,666.81,698.94,670.95,688.23,681.91,691.14
132,691.70,693.97,695.01,663.50,671.93,687.89,693.32,685.04,709.41,748.25,723.49,743.08,693.04,703.79,686.73,697.13,686.65,666.24,699.41,670.92,688.75,682.55,691.70
133,691.40,695.74,695.44,662.73,671.84,686.75,694.01,685.65,710.03,749.82,724.82,743.04,693.03,702.63,685.68,696.34,686.35,665.39,698.76,670.81,689.28,683.79,691.40
134,690.98,696.27,694.77,662.33,671.91,685.69,695.01,685.02,709.00,751.23,727.91,742.83,692.77,702.44,684.98,695.76,686.59,666.24,698.23,670.22,689.06,684.92,690.98
135,691.32,696.23,694.42,663.26,672.81,686.09,695.10,683.35,706.17,752.24,731.63,745.50,692.66,702.61,684.47,694.94,687.03,666.91,697.74,669.29,687.72,685.42,691.32
136,691.85,696.99,695.07,664.07,674.38,687.57,694.61,682.39,704.07,751.66,734.68,748.60,693.08,701.82,684.92,694.42,685.68,666.61,697.72,668.35,687.24,685.42,691.85
137,692.38,697.53,695.58,664.19,674.63,688.41,694.43,683.18,703.95,749.85,737.29,751.05,693.14,700.10,686.10,695.53,683.77,666.19,698.32,668.19,688.45,685.02,692.38
138,692.42,696.90,695.33,663.95,673.31,688.48,694.40,683.82,704.33,747.59,738.96,752.15,692.85,699.89,685.90,695.85,683.23,666.63,699.96,669.63,689.66,684.08,692.42
139,693.01,695.22,694.55,663.12,671.12,688.51,694.20,683.99,704.07,745.76,737.59,750.79,693.46,700.27,684.32,695.45,683.49,668.10,702.19,670.50,689.63,682.53,693.01
140,693.96,694.17,694.90,661.59,669.09,689.47,695.41,684.38,704.76,745.43,735.22,749.35,694.60,699.71,683.80,696.89,685.75,669.23,703.08,669.19,688.37,681.85,693.96
141,694.41,695.19,695.38,660.58,668.36,690.52,696.21,684.67,705.73,747.47,735.02,747.89,694.11,699.31,684.71,698.41,688.50,669.65,702.89,667.69,686.91,682.44,694.41
142,694.62,696.92,694.48,660.56,668.12,691.24,695.40,685.32,704.92,749.61,735.88,746.02,694.36,699.87,685.66,698.74,689.45,671.10,702.78,667.99,687.12,683.79,694.62
143,694.92,697.73,694.15,660.74,666.91,691.33,695.28,685.00,704.40,750.47,736.39,744.35,695.88,700.42,685.73,697.32,689.87,672.21,703.11,668.23,688.19,685.02,694.92
144,695.44,698.02,694.71,660.76,666.15,691.01,695.38,683.54,705.37,749.70,736.56,743.63,695.67,700.96,685.85,694.02,690.07,672.78,703.58,668.73,688.12,685.74,695.44
145,695.89,697.08,694.04,662.16,667.39,690.13,695.21,682.50,705.99,747.54,736.15,743.68,694.73,701.86,686.24,691.59,688.81,674.36,703.91,670.57,686.57,685.13,695.89
146,696.33,695.01,692.93,665.44,670.82,689.29,695.01,682.45,705.47,745.61,734.48,744.20,695.74,702.40,685.07,691.73,689.39,676.12,703.22,671.46,685.53,683.45,696.33
147,696.29,694.17,694.08,667.28,673.55,690.49,695.03,683.31,704.10,743.59,733.27,743.44,697.05,702.71,683.42,692.37,692.75,676.78,702.47,670.97,685.04,682.37,696.29
