 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23
2393,690.87,690.21,703.84,658.26,657.98,683.12,696.66,693.99,700.58,715.14,716.22,726.40,693.08,687.37,677.56,685.42,689.06,668.18,693.21,675.64,682.35,682.10,690.87
2394,691.41,688.93,703.31,656.66,658.10,681.99,696.11,693.98,700.29,715.00,716.85,725.84,692.66,686.54,676.38,685.43,690.10,667.93,693.62,676.28,684.22,682.27,691.41
2395,692.06,687.67,702.40,655.58,657.12,680.42,695.65,693.48,700.45,715.70,716.19,726.09,693.24,686.52,675.82,686.49,692.56,665.94,694.38,677.10,684.78,683.16,692.06
2396,692.31,687.67,702.05,655.11,655.98,680.61,696.68,693.01,700.56,716.41,714.91,725.73,695.03,687.38,675.89,687.91,693.48,665.98,693.88,676.83,684.11,684.30,692.31
2397,692.14,688.07,701.56,655.41,656.72,682.38,696.69,693.85,701.13,715.95,714.27,723.02,696.04,687.68,675.68,687.61,692.57,667.74,693.74,676.39,683.38,684.86,692.14
2398,691.69,688.52,701.57,656.01,659.12,684.58,694.50,696.25,701.54,715.45,714.52,720.01,695.86,686.77,675.40,686.40,691.41,667.88,693.19,675.89,682.74,685.18,691.69
2399,690.85,688.51,701.73,655.81,660.68,685.61,693.12,699.39,701.73,715.27,715.57,717.84,696.03,686.56,675.36,686.96,690.40,666.73,692.40,674.94,682.26,684.71,690.85
2400,690.37,687.77,700.67,655.15,660.92,684.89,693.42,702.75,703.27,714.83,715.66,718.02,695.59,686.90,676.70,687.85,689.62,666.43,690.98,674.18,681.29,683.60,690.37
2401,690.08,687.09,699.74,655.72,660.58,682.94,693.64,704.18,705.10,714.23,714.50,719.25,694.43,686.65,677.60,687.63,687.62,667.38,690.86,673.64,681.23,683.76,690.08
2402,689.76,687.03,700.49,657.29,659.19,682.05,693.76,702.93,704.71,713.96,714.31,719.89,694.75,686.67,676.43,687.15,685.72,667.63,692.11,673.70,681.25,684.18,689.76
2403,690.00,687.28,701.31,657.28,658.95,683.69,693.56,700.49,702.72,714.67,714.95,721.23,695.80,686.91,674.55,687.12,685.10,667.40,693.05,674.32,681.26,683.69,690.00
2404,690.61,686.74,700.34,655.92,660.59,685.06,693.54,698.46,700.81,714.80,714.15,722.66,695.09,687.07,673.73,687.78,685.00,667.59,694.37,674.56,681.32,682.67,690.61
2405,690.81,686.31,698.72,655.40,661.60,684.87,695.94,698.18,699.97,713.88,713.52,722.97,693.40,687.00,674.72,689.12,685.37,667.39,693.89,673.89,681.40,682.12,690.81
2406,690.34,686.29,698.32,655.47,661.87,684.58,698.18,697.82,700.04,713.19,715.20,722.65,693.00,686.63,677.20,688.68,686.65,666.94,693.53,672.80,681.40,681.65,690.34
2407,689.84,686.82,698.29,655.44,663.01,684.18,697.89,697.72,699.92,713.41,715.79,722.75,693.83,687.03,680.40,686.94,687.57,667.83,694.82,672.91,680.33,681.45,689.84
2408,689.12,686.69,698.16,656.78,664.50,683.23,696.90,697.99,699.90,715.11,714.92,723.00,696.39,687.98,681.32,686.33,687.32,668.87,695.67,673.92,679.84,682.86,689.12
2409,688.85,685.67,697.36,658.00,664.62,682.99,695.53,698.31,700.70,716.63,714.43,722.85,698.78,688.31,679.64,686.83,687.67,669.88,695.26,674.55,681.59,684.95,688.85
2410,689.79,684.35,696.18,657.43,662.41,683.02,695.15,698.92,702.16,716.41,714.04,722.01,699.03,688.16,677.49,687.55,689.17,671.32,693.69,674.91,683.44,685.38,689.79
2411,690.78,683.32,695.23,656.78,659.52,682.23,697.12,699.87,702.56,714.37,714.33,720.84,697.79,687.46,678.22,687.47,690.24,672.11,693.02,674.74,682.82,683.59,690.78
2412,690.98,683.25,694.92,657.43,656.95,681.85,700.52,700.65,703.21,711.66,714.91,720.58,695.58,686.89,680.87,686.56,690.37,672.84,694.00,674.67,681.35,682.46,690.98
2413,690.78,684.72,693.95,658.12,655.33,681.12,704.58,701.41,704.84,709.59,713.82,720.41,694.16,687.58,682.03,686.16,691.22,674.89,694.60,674.26,680.98,682.51,690.78
2414,691.13,685.94,693.27,657.63,655.13,679.73,707.44,702.30,705.23,709.46,711.58,720.27,695.60,688.08,681.73,686.15,692.07,675.14,693.00,673.42,682.19,681.90,691.13
2415,692.27,685.11,694.21,656.69,655.99,679.62,708.68,702.09,704.97,711.41,711.87,719.52,696.91,687.12,681.87,685.45,692.67,673.97,691.53,673.91,682.68,681.41,692.27
2416,692.79,683.95,694.84,655.17,656.34,680.08,709.74,700.19,704.83,712.89,713.40,719.00,695.68,686.40,681.85,685.52,693.74,672.92,692.27,675.20,682.14,681.61,692.79
2417,692.48,684.32,693.71,654.98,656.43,679.72,710.46,698.66,704.69,712.91,713.15,719.37,694.03,687.03,680.51,687.03,693.31,671.97,693.10,676.98,682.18,682.74,692.48
2418,692.05,684.94,692.93,656.52,658.11,679.08,710.37,698.17,704.41,713.27,712.80,719.99,693.54,687.54,679.43,688.44,691.75,671.75,692.61,679.41,681.37,684.48,692.05
2419,691.40,685.42,693.77,656.97,657.99,679.10,708.12,697.90,703.69,714.24,713.16,719.47,693.87,688.00,679.62,688.81,692.39,672.27,692.16,680.98,680.82,685.38,691.40
2420,690.27,684.97,693.94,655.65,656.05,678.78,704.15,698.45,703.26,713.71,712.57,719.50,694.72,688.17,679.91,687.51,693.80,672.75,691.56,681.36,681.22,684.60,690.27
2421,689.90,683.73,693.25,655.12,654.87,677.60,703.44,698.94,704.14,713.32,710.96,720.46,695.01,688.29,680.13,685.84,693.56,674.58,689.81,681.38,681.81,683.02,689.90
2422,689.92,683.01,694.87,655.94,654.41,677.00,705.96,698.56,705.42,714.17,709.75,719.56,694.22,688.42,681.00,685.38,693.41,677.69,688.90,681.89,682.63,683.16,689.92
2423,689.24,683.22,698.22,655.39,654.34,678.25,707.54,698.56,706.16,714.70,710.39,717.68,694.26,687.98,680.10,685.05,695.01,680.10,689.81,682.62,682.18,684.87,689.24
2424,689.09,684.57,700.46,653.80,655.05,679.98,707.12,699.40,706.27,715.61,711.90,716.56,694.77,687.41,678.08,683.20,696.53,680.18,691.63,682.35,681.27,686.30,689.09
2425,688.84,685.81,702.62,652.69,655.81,680.14,705.66,700.06,705.59,715.27,712.56,716.18,694.12,686.79,677.81,682.35,695.75,678.27,692.91,681.35,681.03,686.28,688.84
2426,687.69,686.61,704.01,652.87,655.93,679.18,705.94,699.78,704.41,713.42,712.72,716.87,692.68,686.11,679.29,683.72,694.62,676.83,691.80,680.70,682.02,685.59,687.69
2427,687.09,687.23,703.13,654.38,656.38,677.53,707.62,698.64,703.79,712.01,712.31,719.43,692.06,685.54,681.33,685.54,695.52,678.02,690.01,680.70,683.77,686.38,687.09
2428,687.58,688.14,703.04,655.10,656.74,676.61,708.41,697.91,704.46,713.30,711.56,723.34,692.33,685.22,683.77,686.56,696.90,680.23,690.00,680.96,684.20,687.45,687.58
2429,689.22,689.12,705.38,654.64,655.62,676.65,706.84,697.89,705.42,715.69,712.48,727.43,693.12,685.51,684.58,686.89,697.54,680.32,691.04,680.37,683.77,687.01,689.22
2430,691.34,689.06,706.46,654.02,654.24,677.17,704.46,698.00,705.29,717.17,714.14,729.92,694.72,685.43,683.02,686.32,697.46,678.97,692.04,679.34,682.77,686.32,691.34
2431,692.59,689.26,704.71,653.92,654.98,678.86,704.71,698.22,704.60,718.10,714.69,731.61,696.97,684.75,680.17,685.27,697.29,677.67,692.41,679.61,681.99,686.35,692.59
2432,692.01,690.08,703.67,654.16,657.32,679.79,706.82,698.36,704.49,718.79,713.39,733.60,699.07,684.33,678.54,685.12,697.00,677.77,692.26,680.41,682.37,686.77,692.01
2433,690.55,689.70,704.48,654.31,657.58,678.18,709.05,698.51,705.26,717.84,711.24,735.51,699.15,684.36,678.58,685.30,695.80,679.10,692.68,680.27,682.64,687.31,690.55
2434,689.60,688.23,705.06,653.65,654.31,676.63,709.41,697.98,705.75,715.73,711.52,736.87,697.54,684.59,679.34,685.52,695.39,678.70,693.98,679.21,681.68,688.26,689.60
2435,688.95,688.15,705.46,653.19,652.38,676.14,706.40,697.11,705.25,715.03,713.50,737.49,697.96,684.81,680.58,686.34,696.43,676.54,693.45,678.91,680.39,688.61,688.95
2436,688.43,689.91,706.00,653.71,652.52,676.47,703.62,696.35,705.00,715.81,715.22,737.89,700.63,683.77,681.04,687.95,696.55,674.18,691.71,679.36,680.49,687.98,688.43
2437,689.01,691.74,706.95,654.53,651.45,678.41,704.62,695.91,705.17,717.45,715.23,739.80,702.77,682.93,681.09,688.55,696.26,673.61,691.09,679.18,681.31,687.41,689.01
2438,690.03,692.21,709.53,654.52,650.77,680.31,706.98,695.58,704.85,718.55,714.12,741.97,703.49,683.14,680.59,688.30,696.07,675.38,690.77,678.61,681.23,687.95,690.03
2439,690.55,692.47,713.02,653.90,652.72,680.75,707.78,695.01,703.79,717.75,714.04,742.38,702.61,683.37,679.19,688.90,695.41,676.28,690.24,678.04,681.49,688.33,690.55
2440,690.86,694.46,714.44,652.62,655.83,681.64,705.67,693.57,703.67,717.78,714.34,739.81,701.40,684.64,677.57,688.85,693.95,675.30,689.51,677.53,682.22,687.81,690.86
2441,690.53,697.70,715.07,652.03,658.02,681.71,704.44,691.99,704.60,718.10,714.09,737.66,701.55,687.42,676.39,687.71,693.21,674.61,688.24,677.12,681.80,687.25,690.53
2442,688.97,699.03,716.41,653.01,658.88,680.25,703.80,691.76,704.26,717.53,713.27,737.27,702.27,689.56,676.92,685.80,693.16,675.64,688.15,676.74,680.63,687.68,688.97
2443,688.09,698.36,716.10,654.90,659.04,678.33,701.85,692.40,703.16,718.25,713.94,736.39,702.79,688.91,678.28,684.62,692.21,677.37,689.70,676.39,680.23,688.08,688.09
2444,688.78,697.46,715.52,656.58,659.56,678.14,700.43,692.76,702.82,719.61,715.66,736.09,703.19,687.24,678.86,684.97,691.44,677.89,689.92,675.13,680.72,686.80,688.78
2445,689.84,697.35,715.79,656.65,661.30,678.97,698.46,692.09,703.38,720.85,715.44,735.99,703.21,687.00,678.16,686.42,692.08,676.30,688.93,673.46,682.18,684.20,689.84
2446,690.43,698.25,716.16,655.64,664.18,678.94,696.75,691.13,703.34,721.97,714.74,735.29,702.21,688.61,677.45,687.47,693.22,673.94,688.40,673.44,682.52,683.06,690.43
2447,690.29,698.15,716.32,654.11,666.02,678.22,697.58,690.91,702.46,721.73,714.48,734.87,699.73,689.50,677.40,687.84,693.63,672.71,688.72,674.91,680.95,683.89,690.29
2448,688.78,698.12,716.87,653.16,664.58,678.13,698.75,691.81,701.96,720.95,714.24,735.30,697.64,688.05,678.02,687.50,695.86,672.30,689.75,677.52,680.64,684.61,688.78
2449,687.34,698.51,718.38,653.58,662.85,678.12,698.51,692.72,702.09,719.36,714.63,736.84,697.56,686.16,678.87,686.59,697.62,674.14,690.74,679.93,681.75,684.32,687.34
2450,687.73,697.88,718.53,653.87,662.37,678.39,698.90,692.23,702.06,718.19,715.31,738.10,698.60,684.96,678.51,686.53,698.46,675.79,690.05,680.67,682.14,683.41,687.73
2451,689.97,697.45,716.10,653.42,661.45,680.25,699.41,691.60,702.49,717.81,715.62,738.73,698.51,684.73,677.52,686.92,701.55,675.73,689.23,680.28,681.61,683.35,689.97
2452,691.36,697.85,713.98,653.47,660.09,681.86,698.79,692.87,703.39,717.47,715.30,738.84,698.30,685.19,677.08,686.89,703.79,674.60,690.53,679.61,681.04,684.53,691.36
2453,690.52,698.16,714.55,653.56,659.76,681.56,697.64,694.78,704.48,717.60,714.36,736.90,699.33,685.58,676.22,685.95,702.19,673.16,692.54,679.91,681.47,685.33,690.52
2454,689.24,698.11,715.56,653.12,660.40,681.30,696.26,693.94,705.50,718.76,714.66,735.05,699.77,685.31,675.24,684.30,700.36,672.88,693.08,680.40,683.09,684.89,689.24
2455,689.23,698.05,714.60,652.87,660.02,682.30,695.06,691.62,705.35,719.99,716.55,734.05,698.27,685.40,675.46,683.46,699.80,673.51,692.68,680.07,684.35,684.23,689.23
2456,689.39,697.97,713.46,652.66,659.16,684.21,696.19,691.18,705.04,721.25,716.76,733.34,696.89,685.65,675.71,684.87,700.19,673.91,692.28,679.13,683.55,683.68,689.39
2457,689.23,697.78,713.61,652.04,658.02,685.65,698.31,692.49,704.67,722.54,714.72,733.50,697.03,685.31,674.44,687.16,700.88,673.97,692.16,678.35,681.51,683.08,689.23
2458,689.34,697.01,713.78,652.41,656.88,686.10,700.01,694.39,704.19,722.85,712.96,733.60,698.86,685.97,673.74,687.75,700.95,674.39,692.78,677.85,680.10,682.93,689.34
2459,689.30,694.66,713.18,653.32,658.10,686.62,701.67,696.60,704.04,721.77,711.49,732.84,700.54,686.86,675.86,686.75,700.51,675.21,693.40,677.41,679.96,682.88,689.30
2460,689.03,692.35,710.89,652.65,661.63,687.59,702.35,697.46,704.85,721.71,712.06,731.35,700.77,686.68,677.88,686.45,700.20,675.23,693.20,677.97,679.91,682.68,689.03
2461,690.00,691.53,708.24,652.37,663.54,687.93,700.68,696.63,706.02,722.24,714.60,729.51,700.63,686.62,677.38,685.87,700.40,673.55,693.45,679.62,680.29,682.45,690.00
2462,691.08,692.16,707.99,653.37,662.23,687.47,698.03,695.89,706.90,721.83,715.40,728.04,701.01,685.88,676.92,684.51,700.84,671.53,693.89,680.60,680.91,681.57,691.08
2463,690.82,692.94,708.11,653.78,660.97,687.51,695.97,695.80,707.62,721.50,713.60,727.62,700.15,684.93,676.03,683.93,700.98,670.89,693.28,679.79,680.45,681.79,690.82
2464,690.57,693.54,706.67,653.37,660.56,688.14,694.67,695.74,707.18,721.55,712.43,727.72,698.05,684.94,674.81,683.75,700.51,671.52,692.56,679.75,680.10,682.97,690.57
2465,691.21,694.06,705.34,653.52,659.83,688.00,693.45,696.33,705.31,721.55,712.87,728.34,696.42,684.76,675.48,682.81,698.34,672.51,694.46,682.49,681.02,683.82,691.21
2466,691.71,693.73,704.22,653.70,659.02,687.55,691.64,698.00,703.51,721.76,713.19,731.02,695.47,684.69,676.79,683.70,694.22,673.67,696.05,684.78,681.19,683.29,691.71
2467,691.42,692.45,702.70,653.43,658.98,687.66,691.65,699.76,703.00,724.05,714.01,736.43,694.71,685.33,677.50,686.35,692.88,674.40,694.34,684.08,680.80,683.31,691.42
2468,691.46,690.84,702.23,653.44,660.11,687.40,692.62,699.75,702.75,727.26,715.05,741.21,694.35,686.09,676.51,687.75,695.41,672.81,693.27,683.74,681.12,683.32,691.46
2469,691.83,690.30,702.81,653.56,660.89,688.15,692.09,698.73,702.21,727.95,716.46,744.23,695.29,686.66,674.66,686.79,696.85,671.55,693.35,685.88,682.46,682.42,691.83
2470,691.69,690.10,703.06,653.31,660.21,687.95,692.10,698.28,702.67,725.98,717.67,746.61,696.34,686.77,675.52,685.44,696.57,672.67,693.19,687.65,683.23,682.15,691.69
2471,691.43,689.44,701.50,653.64,658.35,686.56,693.06,697.33,703.69,723.45,718.10,748.54,695.71,687.00,677.66,684.76,696.62,673.50,693.96,687.93,683.08,681.85,691.43
2472,690.94,688.49,699.18,654.07,658.09,685.33,693.73,695.30,703.06,721.88,718.02,749.31,694.79,686.78,677.60,684.74,697.32,672.04,696.01,688.13,682.72,681.50,690.94
2473,691.26,687.79,698.36,654.44,660.09,685.58,693.80,694.11,702.44,720.97,717.77,748.49,694.84,685.38,676.90,684.80,697.86,671.23,696.07,688.54,682.94,681.45,691.26
2474,691.06,687.74,698.62,654.37,661.34,687.63,695.36,694.89,703.45,720.78,716.88,746.93,695.16,684.35,677.17,685.28,697.81,672.28,693.65,688.15,682.97,681.21,691.06
2475,690.57,687.44,698.61,654.48,660.84,688.55,696.94,695.95,703.52,720.63,716.65,747.09,695.63,684.58,676.55,686.35,697.50,672.44,692.48,688.31,683.19,681.30,690.57
2476,691.40,686.71,698.43,655.24,660.15,686.89,696.46,696.14,702.40,720.20,717.39,748.15,695.82,684.90,676.19,686.58,697.32,671.20,691.71,689.31,683.83,681.56,691.40
2477,692.58,687.09,698.15,655.70,658.98,685.83,695.75,695.99,702.31,720.48,717.27,748.39,694.82,684.60,677.01,685.50,695.73,671.24,690.58,689.72,684.16,682.36,692.58
2478,693.46,687.39,698.29,656.27,657.12,686.80,696.89,696.39,702.12,721.46,715.96,747.59,695.11,685.29,677.38,684.80,695.93,672.13,690.63,689.53,683.99,683.21,693.46
2479,693.77,686.89,698.79,656.19,655.76,687.44,697.77,697.01,700.85,721.54,715.48,746.49,696.88,686.28,675.73,684.76,698.47,672.62,691.08,689.42,683.58,683.79,693.77
2480,692.97,686.35,698.72,655.60,657.92,686.96,697.52,697.90,701.36,721.51,717.45,745.89,697.84,685.94,674.03,685.71,699.89,672.45,690.21,688.59,683.44,684.25,692.97
2481,692.03,686.23,698.45,656.12,662.20,686.32,697.07,699.23,703.32,720.89,718.80,745.14,697.58,685.16,675.09,687.31,699.73,672.25,688.01,687.21,683.38,684.20,692.03
2482,691.00,687.04,698.03,656.93,664.42,686.97,695.70,699.48,703.76,719.14,717.04,744.14,696.64,684.58,676.73,687.77,697.38,672.77,686.87,685.26,682.89,683.62,691.00
2483,689.28,687.73,697.41,657.42,664.17,687.57,692.54,698.45,703.05,718.48,716.08,744.14,695.69,684.25,676.77,686.50,694.11,673.23,687.42,683.39,682.60,682.78,689.28
2484,689.15,686.63,697.41,657.88,663.89,686.05,691.20,697.44,702.26,720.04,717.21,744.74,695.07,684.76,675.87,685.57,693.36,673.76,689.42,682.57,683.75,682.45,689.15
2485,691.07,684.96,697.26,657.07,663.92,684.29,693.74,697.27,701.46,721.30,717.61,743.47,694.76,685.34,674.62,685.08,695.05,673.77,690.91,682.57,684.57,682.77,691.07
2486,692.93,685.50,696.89,655.74,665.23,683.69,696.54,696.39,701.10,721.59,716.83,741.82,695.15,686.32,674.86,684.57,696.57,672.65,691.45,683.43,683.48,683.29,692.93
2487,693.33,688.18,696.29,654.81,665.86,684.16,697.36,694.38,700.96,722.17,715.01,741.27,695.43,686.90,676.06,685.49,695.75,671.68,690.95,684.36,682.21,683.72,693.33
2488,692.61,690.41,695.01,655.21,664.46,685.44,697.29,694.33,700.97,723.46,714.39,740.84,694.77,685.24,676.69,687.15,693.68,671.98,689.48,684.64,682.25,683.53,692.61
2489,691.37,691.22,695.09,656.70,663.18,686.09,696.96,696.23,702.12,723.26,715.03,740.95,694.31,683.00,677.44,687.53,692.61,672.59,689.40,683.28,681.43,683.18,691.37
2490,690.52,691.46,696.79,658.90,663.53,685.27,697.20,697.55,705.10,720.94,716.60,740.46,695.44,682.02,677.55,687.71,692.17,671.87,690.45,681.42,680.17,682.25,690.52
2491,690.97,690.95,698.08,661.33,666.42,684.10,696.68,697.82,708.38,719.42,718.10,740.38,697.89,682.83,675.85,687.46,692.59,671.58,689.10,680.92,680.88,681.19,690.97
2492,690.77,689.25,697.79,663.03,668.32,683.82,694.98,697.28,710.90,720.54,718.07,739.69,697.83,684.34,674.22,686.97,694.17,672.38,686.62,681.22,683.19,681.72,690.77
2493,689.93,688.60,696.70,662.89,667.66,684.91,694.84,696.61,713.35,723.20,718.57,737.01,694.44,686.52,674.70,686.27,695.99,673.02,685.99,681.81,685.01,682.65,689.93
2494,689.94,689.12,695.86,661.35,666.43,685.90,695.40,696.72,716.10,724.79,719.65,736.68,692.63,688.63,676.13,685.16,696.94,673.14,688.27,682.26,685.73,683.15,689.94
2495,691.16,689.49,696.24,661.67,666.07,684.51,695.23,696.53,718.73,725.23,720.94,740.97,693.67,688.78,676.66,685.33,695.61,672.84,690.22,682.45,685.48,683.14,691.16
2496,692.11,690.21,696.97,663.09,667.01,682.66,695.52,695.76,719.94,726.84,721.65,744.72,695.12,687.65,675.20,685.90,692.54,671.88,689.51,681.91,685.06,682.39,692.11
2497,691.64,691.26,696.28,664.73,667.30,683.55,696.40,695.53,719.93,727.53,721.82,746.98,695.25,687.45,673.32,686.11,691.06,671.07,688.22,680.15,684.43,681.28,691.64
2498,691.26,691.68,695.15,666.26,667.09,684.75,696.22,696.17,719.10,726.61,722.51,749.09,695.27,688.15,672.94,685.96,692.42,671.70,689.07,679.17,684.96,680.58,691.26
2499,691.83,690.82,694.35,665.98,667.28,684.11,695.05,697.11,718.00,726.62,723.38,750.76,695.34,689.47,674.43,686.33,694.43,672.65,691.17,679.24,685.84,681.23,691.83
2500,692.94,689.55,694.26,664.26,666.20,682.92,694.62,698.89,717.61,728.02,723.09,750.83,694.95,688.60,677.51,687.23,695.65,672.69,691.01,678.71,685.11,681.76,692.94
2501,693.34,688.86,695.04,664.61,664.18,681.92,695.24,701.99,717.36,728.13,721.43,749.66,695.12,686.52,679.41,686.55,694.50,672.23,690.49,678.71,684.07,681.45,693.34
2502,693.29,688.87,696.05,666.25,664.00,681.95,694.88,704.31,717.18,727.17,720.94,748.01,696.47,685.50,678.64,684.85,691.77,671.62,690.66,679.76,684.23,682.20,693.29
2503,693.32,689.26,696.73,666.23,664.27,682.73,693.24,704.76,717.19,726.42,721.89,747.07,697.06,685.40,677.14,683.91,691.42,671.27,690.12,680.30,684.99,683.42,693.32
2504,692.39,688.89,695.89,664.82,663.72,682.91,690.56,704.68,717.42,726.32,722.11,747.24,697.65,686.77,677.12,685.30,693.26,670.76,689.27,679.50,684.93,684.37,692.39
2505,691.18,688.08,693.79,664.51,662.82,681.87,689.04,704.51,717.13,725.37,721.83,748.32,698.32,688.99,678.60,687.81,693.37,670.29,689.35,678.60,683.82,684.42,691.18
2506,691.19,687.39,692.77,664.78,661.76,680.78,689.72,703.71,716.25,724.61,722.69,748.42,697.90,690.27,678.64,688.26,692.17,669.85,689.91,679.32,682.58,684.02,691.19
2507,691.87,686.94,693.97,665.03,662.40,681.67,691.20,703.79,715.68,725.47,723.11,746.86,697.68,691.53,677.17,688.12,691.27,668.14,689.97,681.01,681.98,684.07,691.87
2508,691.64,687.18,695.07,665.10,662.81,683.68,692.56,704.92,715.67,726.35,722.20,745.10,697.64,692.99,676.16,688.48,690.97,667.26,689.65,681.47,682.96,685.02,691.64
2509,690.31,687.37,694.19,665.63,661.57,684.34,693.96,705.64,715.62,725.60,720.16,744.53,697.44,692.98,676.59,687.50,690.10,668.43,689.80,681.27,684.40,685.58,690.31
2510,689.14,687.22,693.38,665.56,660.61,683.42,694.85,705.88,713.87,723.19,718.88,745.33,696.55,691.76,677.41,686.78,690.06,670.15,691.17,680.96,684.10,685.07,689.14
2511,688.92,686.96,693.96,664.68,660.59,683.35,694.53,706.12,711.79,720.63,718.00,745.78,695.16,691.49,677.86,687.23,691.64,670.91,691.99,681.61,683.80,685.41,688.92
2512,689.52,686.76,693.79,664.14,660.58,684.34,694.22,705.56,711.31,720.97,717.21,744.98,695.37,691.46,677.98,687.68,691.84,671.10,692.54,684.15,684.38,686.45,689.52
2513,690.19,686.20,693.11,663.79,660.57,684.75,693.38,705.10,710.82,723.52,717.78,743.96,695.58,690.87,677.53,688.36,691.37,670.24,692.15,685.53,684.06,686.79,690.19
2514,690.46,686.03,692.27,662.83,660.66,684.90,692.34,705.08,710.79,724.59,718.54,744.11,695.35,690.64,678.29,688.54,691.26,669.69,690.81,685.23,682.67,686.29,690.46
2515,689.71,686.33,690.68,661.98,661.39,685.53,692.97,704.77,712.39,725.11,718.40,745.12,695.25,690.84,679.33,687.60,690.58,670.53,691.13,684.49,681.77,686.22,689.71
2516,688.46,685.43,689.49,661.44,662.66,685.97,694.25,704.48,714.79,724.71,719.24,745.51,695.31,690.31,679.42,685.89,689.73,669.70,692.79,682.64,682.16,687.12,688.46
2517,688.72,684.48,689.63,661.03,663.33,686.60,693.68,703.90,716.02,723.64,720.81,744.77,696.00,690.36,679.56,684.72,689.31,667.88,692.45,680.23,682.14,687.01,688.72
2518,690.32,684.83,691.21,660.81,662.53,687.44,692.46,702.58,715.82,724.01,720.54,744.02,696.09,690.91,679.56,685.59,688.18,667.18,691.00,679.86,681.42,686.78,690.32
2519,692.21,684.98,692.76,659.94,660.70,687.86,692.60,701.57,715.17,724.39,718.95,742.75,695.49,691.51,678.11,686.72,688.16,668.13,689.60,681.69,681.32,687.60,692.21
2520,692.39,684.45,693.27,658.78,659.28,688.34,694.50,700.67,713.96,722.98,718.07,741.20,693.73,691.40,677.09,687.08,689.87,669.89,689.16,682.91,682.22,688.51,692.39
2521,690.63,683.68,693.52,657.78,659.03,687.49,695.22,698.99,712.64,721.88,717.71,740.17,692.53,690.07,676.47,687.14,692.23,670.57,689.80,682.22,683.73,688.51,690.63
2522,689.46,683.85,693.62,657.41,660.20,685.41,693.88,697.55,712.07,722.96,716.93,740.33,693.03,689.20,676.79,686.10,692.58,669.43,690.83,681.44,685.13,687.93,689.46
2523,689.69,686.09,693.44,657.86,660.47,684.10,692.93,696.84,711.93,723.90,716.35,741.23,693.55,689.72,677.20,684.61,691.28,668.04,691.00,681.70,685.02,687.13,689.69
2524,690.68,689.59,693.20,658.46,659.32,684.73,691.17,697.14,711.49,723.33,717.71,740.37,694.79,690.72,676.71,684.82,690.51,669.83,690.94,681.28,683.65,686.09,690.68
2525,692.05,692.75,693.48,658.62,659.58,686.89,688.86,697.39,711.35,722.11,718.98,737.38,696.56,690.74,677.55,686.13,690.71,672.51,691.47,679.88,683.14,685.27,692.05
2526,692.18,693.64,693.79,658.50,661.16,687.35,688.64,697.30,710.70,720.71,718.20,735.85,694.97,689.66,678.28,686.75,691.26,672.47,691.97,679.43,682.89,685.00,692.18
2527,691.46,693.85,694.04,658.86,661.47,685.99,689.41,697.46,709.51,720.39,716.10,734.83,690.63,688.48,677.73,686.87,690.95,670.82,690.56,679.71,682.18,684.71,691.46
2528,691.84,695.24,695.56,660.22,661.23,685.61,689.54,697.39,708.96,720.90,714.36,732.54,687.96,688.39,676.80,685.78,690.51,670.11,689.61,680.04,682.21,684.71,691.84
2529,691.31,695.30,696.96,661.18,659.65,686.37,688.41,696.13,709.56,721.36,714.84,730.40,688.60,689.86,677.43,685.11,689.17,671.03,691.85,680.68,682.91,685.38,691.31
2530,689.65,694.40,696.99,660.20,658.13,686.19,687.38,694.84,710.19,721.18,717.58,730.89,690.72,691.06,679.06,685.74,687.23,672.05,693.14,680.50,683.94,686.13,689.65
2531,689.27,695.04,696.52,659.86,658.90,686.29,687.77,694.82,709.01,719.22,719.02,733.76,691.64,691.13,678.73,686.63,686.48,672.12,693.02,679.31,684.77,685.94,689.27
2532,690.01,696.78,696.76,661.08,659.25,687.00,687.75,694.27,706.38,717.63,717.74,735.11,692.52,690.54,676.61,687.46,686.83,672.40,692.96,678.06,684.28,685.07,690.01
2533,689.60,697.52,696.80,661.52,658.22,686.34,687.85,693.32,704.65,717.00,716.19,735.06,693.43,689.50,675.84,688.09,688.09,673.06,692.79,677.68,682.69,685.21,689.60
2534,688.71,696.69,696.71,661.15,658.25,684.82,690.07,694.47,704.74,716.71,715.72,734.19,693.50,688.36,676.35,687.99,688.44,674.05,692.60,677.42,680.88,686.14,688.71
2535,688.90,696.46,696.41,661.08,659.17,684.81,691.44,695.60,705.61,717.30,716.23,733.74,692.63,687.33,676.32,688.20,686.59,675.53,692.32,676.76,680.61,686.43,688.90
2536,689.14,696.46,695.91,660.68,659.75,686.62,688.95,694.46,706.45,717.25,716.38,733.40,691.26,687.80,677.01,689.26,685.47,677.14,693.00,675.76,680.84,686.08,689.14
2537,689.58,695.71,695.17,659.84,659.75,687.05,685.96,693.31,707.77,715.98,716.14,731.69,691.22,689.65,678.09,688.70,687.22,677.71,693.82,676.51,680.11,685.73,689.58
2538,690.22,695.18,694.98,659.04,658.22,685.33,687.03,693.37,708.44,714.88,715.97,730.32,691.95,690.42,677.81,687.67,689.21,676.75,693.84,677.58,679.76,685.35,690.22
