 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7
974,435.829,435.489,433.602,439.278,439.280,436.538,438.251
975,435.807,435.697,433.958,439.352,438.908,436.511,438.415
976,435.697,435.694,434.372,439.465,438.719,436.447,438.444
977,435.574,435.522,434.722,439.503,438.898,436.345,438.361
978,435.462,435.250,435.014,439.537,439.243,436.270,438.280
979,435.406,434.983,435.225,439.595,439.589,436.206,438.303
980,435.582,434.870,435.247,439.635,439.796,436.029,438.435
981,435.871,434.869,435.131,439.570,439.653,435.878,438.537
982,435.946,434.883,434.906,439.432,439.203,435.900,438.432
983,435.685,434.840,434.670,439.357,438.860,436.064,438.085
984,435.174,434.611,434.326,439.483,438.973,436.199,437.939
985,434.773,434.323,434.003,439.600,439.315,436.349,438.257
986,434.495,434.124,433.726,439.492,439.503,436.541,438.751
987,434.383,434.231,433.497,439.238,439.380,436.731,439.029
988,434.467,434.447,433.470,438.990,439.136,436.892,438.888
989,434.770,434.544,433.616,438.730,439.042,436.967,438.547
990,435.018,434.537,433.789,438.461,439.043,436.892,438.110
991,435.035,434.386,433.854,438.380,438.966,436.630,437.579
992,434.915,434.238,433.838,438.661,438.759,436.355,437.150
993,434.892,434.237,433.837,439.230,438.503,436.137,437.046
994,435.136,434.305,433.949,439.742,438.318,436.035,437.217
995,435.483,434.474,434.153,440.052,438.228,435.937,437.380
996,435.568,434.724,434.331,440.211,438.295,435.772,437.568
997,435.226,435.085,434.469,440.268,438.382,435.582,437.801
998,434.842,435.375,434.606,440.167,438.384,435.609,438.061
999,434.806,435.444,434.666,439.945,438.343,435.794,438.207
1000,434.872,435.085,434.718,439.658,438.570,435.878,438.153
1001,434.932,434.516,434.742,439.363,439.110,435.717,438.064
1002,434.923,434.144,434.591,439.272,439.669,435.368,438.201
1003,434.922,434.215,434.310,439.635,439.956,434.951,438.623
1004,434.731,434.501,434.089,440.185,439.852,434.752,439.057
1005,434.453,434.753,433.984,440.553,439.552,434.940,439.142
1006,434.148,434.823,433.980,440.594,439.346,435.439,438.928
1007,434.046,434.603,434.022,440.494,439.312,435.885,438.685
1008,434.107,434.416,433.960,440.312,439.414,436.016,438.585
1009,434.204,434.410,433.804,440.147,439.346,435.998,438.424
1010,434.292,434.567,433.595,440.035,439.050,435.867,438.060
1011,434.379,434.842,433.476,439.924,438.697,435.674,437.652
1012,434.567,435.003,433.479,439.833,438.504,435.520,437.583
1013,434.840,435.009,433.666,439.763,438.431,435.440,438.001
1014,435.033,434.780,433.956,439.757,438.353,435.321,438.620
1015,435.139,434.435,434.090,439.900,438.194,435.323,438.946
1016,435.247,434.094,433.930,440.227,438.032,435.376,438.878
1017,435.323,433.902,433.487,440.399,438.029,435.416,438.633
1018,435.389,433.789,433.140,440.224,438.255,435.415,438.462
1019,435.494,433.759,433.088,439.783,438.660,435.456,438.474
1020,435.556,433.930,433.351,439.621,438.881,435.453,438.482
1021,435.384,434.135,433.645,439.866,438.742,435.431,438.325
1022,434.987,434.290,433.793,440.240,438.450,435.411,438.074
1023,434.597,434.475,433.833,440.482,438.208,435.532,437.886
1024,434.321,434.786,433.732,440.592,438.060,435.576,437.800
1025,434.315,435.194,433.614,440.614,438.101,435.480,437.711
1026,434.508,435.527,433.625,440.488,438.244,435.567,437.670
1027,434.782,435.694,433.853,440.178,438.407,435.937,437.763
1028,434.936,435.737,434.258,439.691,438.490,436.276,438.102
1029,434.911,435.722,434.604,439.198,438.439,436.321,438.509
1030,434.798,435.626,434.625,438.881,438.338,436.183,438.792
1031,434.832,435.459,434.523,438.747,438.377,436.110,438.913
1032,435.128,435.280,434.531,438.669,438.716,435.972,438.881
1033,435.531,435.146,434.567,438.633,439.252,435.590,438.733
1034,435.713,435.088,434.451,438.743,439.695,435.130,438.362
1035,435.596,434.916,434.247,438.978,439.768,434.909,437.914
1036,435.326,434.583,433.979,439.506,439.539,434.797,437.770
1037,434.940,434.260,433.616,440.161,439.327,434.718,437.908
1038,434.461,434.045,433.281,440.652,439.132,434.712,438.011
1039,433.973,433.951,433.144,440.800,438.868,434.863,438.034
1040,433.721,434.007,433.297,440.559,438.500,435.009,438.187
1041,433.718,434.169,433.521,440.172,438.223,435.076,438.424
1042,433.759,434.388,433.560,439.832,438.247,435.037,438.452
1043,433.779,434.590,433.308,439.678,438.528,435.008,438.205
1044,433.856,434.771,433.010,439.733,438.621,434.939,437.914
1045,434.020,434.957,432.973,439.994,438.406,434.939,437.895
1046,434.265,434.998,433.316,440.332,438.160,435.113,438.052
1047,434.425,434.668,433.961,440.405,438.313,435.540,438.131
1048,434.314,434.181,434.512,440.130,438.813,436.108,438.030
1049,434.030,434.030,434.823,439.724,439.250,436.482,437.918
1050,433.700,434.243,434.764,439.601,439.460,436.358,438.047
1051,433.363,434.429,434.423,439.937,439.576,435.794,438.501
1052,433.227,434.398,433.980,440.437,439.753,435.257,439.004
1053,433.356,434.311,433.574,440.761,439.937,435.124,439.132
1054,433.679,434.255,433.310,440.697,439.973,435.346,438.859
1055,434.005,434.148,433.325,440.372,439.862,435.618,438.542
1056,434.262,434.044,433.618,440.034,439.691,435.803,438.410
1057,434.389,433.823,433.966,439.808,439.692,435.853,438.507
1058,434.384,433.457,434.104,439.749,439.876,435.779,438.841
1059,434.299,433.171,434.038,439.821,440.132,435.615,439.300
1060,434.220,433.311,433.819,439.954,440.228,435.476,439.689
1061,434.448,433.794,433.641,439.987,440.116,435.310,439.868
1062,435.033,434.339,433.556,439.893,439.813,434.973,439.903
1063,435.472,434.801,433.590,439.754,439.569,434.564,439.837
1064,435.447,434.971,433.727,439.629,439.529,434.432,439.578
1065,435.105,434.849,433.864,439.520,439.631,434.765,439.296
1066,434.856,434.596,433.916,439.545,439.602,435.224,439.076
1067,434.745,434.519,433.945,439.655,439.365,435.445,438.895
1068,434.654,434.606,434.032,439.746,439.046,435.462,438.675
1069,434.384,434.716,434.015,439.730,438.708,435.330,438.560
1070,434.143,434.688,433.820,439.759,438.314,435.208,438.494
1071,434.277,434.413,433.589,440.048,438.017,435.090,438.273
1072,434.805,434.132,433.457,440.425,438.082,434.795,437.971
1073,435.372,434.134,433.446,440.567,438.469,434.520,437.834
1074,435.546,434.354,433.562,440.337,438.773,434.432,437.964
1075,435.151,434.573,433.832,439.881,438.836,434.711,438.203
1076,434.435,434.577,434.183,439.502,438.725,435.186,438.345
1077,433.773,434.280,434.465,439.411,438.548,435.608,438.271
1078,433.580,433.625,434.595,439.647,438.437,435.957,438.195
1079,433.952,433.042,434.626,439.927,438.427,436.133,438.242
1080,434.487,432.887,434.535,439.932,438.572,436.119,438.441
1081,434.970,433.266,434.283,439.708,438.944,435.947,438.621
1082,435.419,433.793,433.912,439.454,439.563,435.782,438.617
1083,435.812,434.095,433.570,439.170,440.234,435.607,438.452
1084,435.918,434.151,433.428,438.745,440.619,435.474,438.421
1085,435.673,434.228,433.498,438.453,440.607,435.346,438.608
1086,435.188,434.416,433.688,438.669,440.321,435.200,438.708
1087,434.708,434.718,433.919,439.133,439.866,435.056,438.577
1088,434.417,434.927,434.072,439.240,439.300,435.059,438.277
1089,434.440,434.993,434.129,438.900,438.955,435.260,438.016
1090,434.707,434.877,434.153,438.586,439.050,435.522,438.017
1091,435.169,434.688,434.217,438.830,439.375,435.783,438.406
1092,435.547,434.382,434.212,439.474,439.561,435.904,438.898
1093,435.723,433.953,434.095,440.047,439.333,435.805,439.244
1094,435.744,433.604,433.957,440.198,439.057,435.731,439.260
1095,435.581,433.501,433.927,440.103,439.056,435.738,438.969
1096,435.326,433.752,434.030,439.991,439.252,435.783,438.582
1097,435.063,434.182,434.316,439.864,439.380,435.621,438.302
1098,434.920,434.461,434.655,439.699,439.354,435.353,438.234
1099,435.064,434.455,434.834,439.489,439.222,435.122,438.431
1100,435.428,434.394,434.597,439.205,439.039,435.119,438.692
1101,435.754,434.470,434.086,438.974,438.874,435.246,438.700
1102,435.783,434.542,433.627,438.962,438.827,435.433,438.556
1103,435.461,434.410,433.503,439.194,438.923,435.637,438.558
1104,434.932,434.039,433.696,439.449,439.102,435.704,438.600
1105,434.332,433.681,433.940,439.763,439.230,435.637,438.469
1106,434.005,433.474,434.148,440.076,439.127,435.628,438.263
1107,434.243,433.449,434.364,440.119,438.821,435.654,438.294
1108,434.908,433.597,434.412,439.861,438.585,435.691,438.452
1109,435.464,433.923,434.203,439.655,438.536,435.635,438.453
1110,435.533,434.166,433.921,439.743,438.665,435.613,438.225
1111,435.144,434.174,433.903,440.002,438.927,435.590,438.049
1112,434.708,433.978,434.206,440.115,439.311,435.724,438.175
1113,434.549,433.883,434.644,439.993,439.541,435.966,438.551
1114,434.684,434.028,434.969,439.878,439.531,436.135,438.926
1115,434.876,434.396,434.972,439.954,439.314,436.036,439.242
1116,434.933,434.751,434.692,440.072,439.111,435.864,439.548
1117,434.768,434.982,434.356,440.042,438.987,435.842,439.897
1118,434.544,435.146,434.185,439.822,438.903,435.893,440.053
1119,434.512,435.130,434.215,439.586,438.677,435.887,439.960
1120,434.708,434.769,434.384,439.480,438.321,435.764,439.686
1121,435.037,434.247,434.454,439.303,438.171,435.534,439.425
1122,435.345,433.849,434.379,439.095,438.455,435.165,439.218
1123,435.499,433.691,434.306,438.895,438.951,434.959,439.026
1124,435.527,433.626,434.319,438.807,439.124,435.159,438.814
1125,435.551,433.616,434.472,438.898,438.862,435.665,438.674
1126,435.513,433.798,434.614,439.179,438.573,436.024,438.701
1127,435.300,434.176,434.600,439.533,438.682,435.960,438.843
1128,435.006,434.669,434.274,439.746,439.140,435.484,438.854
1129,434.834,435.073,433.835,439.810,439.635,434.994,438.721
1130,434.903,435.272,433.525,439.919,439.964,434.685,438.493
1131,435.037,435.220,433.512,440.116,440.023,434.555,438.425
1132,435.010,434.942,433.698,440.166,439.908,434.660,438.524
1133,434.798,434.659,433.882,439.791,439.771,434.983,438.556
1134,434.472,434.612,433.819,439.381,439.639,435.352,438.379
1135,434.191,434.714,433.565,439.283,439.504,435.563,438.002
1136,433.962,434.711,433.280,439.640,439.513,435.559,437.644
1137,433.961,434.490,433.231,440.061,439.698,435.389,437.376
1138,434.130,434.110,433.367,440.140,439.769,435.230,437.212
1139,434.310,433.746,433.461,439.822,439.545,435.060,437.227
1140,434.347,433.540,433.451,439.442,439.169,434.927,437.431
1141,434.262,433.499,433.412,439.352,438.943,434.978,437.725
1142,434.317,433.500,433.499,439.644,438.824,435.295,438.142
1143,434.587,433.513,433.578,439.997,438.638,435.738,438.721
1144,434.808,433.658,433.575,440.130,438.371,435.987,439.208
1145,434.840,434.012,433.483,439.858,438.292,435.900,439.342
1146,434.795,434.359,433.447,439.356,438.502,435.731,439.178
1147,434.721,434.458,433.521,438.891,438.922,435.703,438.953
1148,434.690,434.281,433.607,438.653,439.337,435.840,438.888
1149,434.716,434.144,433.648,438.841,439.674,435.945,438.926
1150,434.735,434.135,433.603,439.188,439.733,435.986,438.709
1151,434.690,434.194,433.593,439.476,439.570,436.115,438.250
1152,434.451,434.325,433.668,439.505,439.321,436.284,437.957
1153,433.937,434.427,433.801,439.388,439.139,436.284,438.118
1154,433.496,434.431,433.819,439.344,439.139,436.073,438.550
1155,433.516,434.423,433.748,439.411,439.203,435.874,438.930
1156,434.028,434.530,433.559,439.513,439.138,435.883,439.116
1157,434.612,434.733,433.391,439.569,439.018,436.038,439.016
1158,434.899,434.879,433.319,439.559,438.994,436.191,438.651
1159,434.961,434.902,433.383,439.526,439.080,436.135,438.308
1160,435.079,434.920,433.494,439.537,439.091,435.952,438.132
1161,435.197,434.949,433.559,439.582,438.945,435.694,438.155
1162,435.211,434.928,433.570,439.683,438.728,435.477,438.163
1163,435.064,434.858,433.541,439.607,438.684,435.325,438.164
1164,435.089,434.886,433.595,439.337,438.930,435.181,438.271
1165,435.352,434.880,433.676,439.187,439.184,434.868,438.590
1166,435.602,434.832,433.719,439.325,439.244,434.478,438.851
1167,435.757,434.829,433.595,439.724,439.391,434.403,438.980
1168,435.958,434.730,433.272,440.210,439.835,434.846,439.151
1169,436.262,434.517,432.997,440.695,440.197,435.526,439.437
1170,436.439,434.327,432.944,440.979,440.227,436.026,439.547
1171,436.326,434.391,433.110,440.776,439.998,436.282,439.240
1172,436.158,434.615,433.501,440.345,439.773,436.634,438.621
1173,436.129,434.947,434.091,440.347,439.739,437.236,438.216
1174,436.217,435.312,434.986,441.014,440.121,438.014,438.202
1175,436.150,435.572,435.978,442.085,440.714,438.916,438.488
1176,435.950,435.735,436.820,443.236,441.284,439.827,438.935
1177,435.870,435.845,437.373,444.446,441.747,440.513,439.419
1178,435.930,435.891,437.677,445.487,442.078,440.649,439.706
1179,435.971,435.892,437.867,445.969,442.342,440.272,439.744
1180,435.868,435.858,437.910,445.841,442.495,439.765,439.572
1181,435.620,435.872,437.753,445.421,442.557,439.392,439.312
1182,435.386,436.044,437.491,445.109,442.555,439.337,439.130
1183,435.359,436.410,437.259,445.199,442.595,439.666,439.191
1184,435.630,436.713,436.926,445.679,442.712,440.248,439.186
1185,435.959,436.591,436.552,446.131,442.941,440.805,438.931
1186,436.092,436.141,436.431,446.419,443.147,441.255,438.538
1187,436.098,435.789,436.577,446.522,443.328,441.666,438.271
1188,436.147,435.962,436.750,446.558,443.473,441.860,438.240
1189,436.365,436.599,436.852,446.519,443.595,441.822,438.354
1190,436.771,437.018,436.991,446.400,443.852,441.717,438.525
1191,437.080,436.833,437.095,446.185,444.217,441.575,438.733
1192,437.194,436.324,437.054,446.009,444.632,441.280,438.818
1193,436.963,436.030,436.797,445.806,444.696,440.906,438.751
1194,436.343,436.047,436.259,445.590,444.286,440.724,438.625
1195,435.474,436.086,435.819,445.580,443.649,440.688,438.606
1196,434.842,436.016,435.743,445.877,443.302,440.741,438.740
1197,434.642,435.965,436.021,446.361,443.324,440.719,438.965
1198,434.537,436.113,436.330,446.721,443.606,440.555,439.129
1199,434.403,436.345,436.367,446.736,443.766,440.357,439.150
1200,434.332,436.504,436.081,446.418,443.802,440.247,439.085
1201,434.421,436.474,435.856,445.813,443.791,440.309,439.100
1202,434.612,436.400,435.875,445.186,443.932,440.527,439.166
1203,434.840,436.378,435.983,444.833,444.255,440.625,439.177
1204,435.075,436.495,436.019,444.888,444.622,440.653,439.149
1205,435.393,436.720,436.001,445.299,444.851,440.908,439.191
1206,435.752,436.830,436.155,445.850,444.768,441.396,439.303
1207,436.088,436.570,436.408,446.346,444.386,441.747,439.317
1208,436.163,436.075,436.620,446.532,443.945,441.827,439.145
1209,435.938,435.656,436.645,446.310,443.823,441.855,438.895
1210,435.548,435.505,436.464,445.727,444.059,442.001,438.851
1211,435.279,435.560,436.219,445.164,444.334,442.180,439.127
1212,435.395,435.569,436.080,444.940,444.297,442.124,439.658
1213,435.808,435.384,436.147,445.093,443.876,441.716,440.178
1214,436.165,435.068,436.155,445.472,443.343,441.150,440.229
1215,436.198,434.797,436.050,445.607,442.911,440.637,439.621
1216,436.030,434.782,435.848,445.232,442.751,440.491,438.881
1217,435.926,434.950,435.649,444.645,442.812,440.732,438.594
1218,435.930,435.059,435.521,444.273,442.877,441.099,438.695
1219,435.978,435.127,435.492,444.200,442.747,441.375,438.966
1220,436.027,435.327,435.534,444.214,442.565,441.342,439.200
1221,436.169,435.561,435.532,444.234,442.445,441.128,439.313
1222,436.416,435.581,435.499,444.288,442.331,440.910,439.113
1223,436.538,435.289,435.532,444.413,442.010,440.800,438.815
1224,436.235,434.917,435.594,444.601,441.682,440.744,438.482
1225,435.762,434.830,435.573,444.728,441.622,440.654,438.172
1226,435.619,435.101,435.598,444.768,441.888,440.488,437.953
1227,435.869,435.587,435.860,444.907,442.318,440.352,438.074
1228,436.211,436.013,436.489,445.293,442.827,440.280,438.533
1229,436.238,436.320,437.159,445.546,443.328,440.285,439.173
1230,435.866,436.487,437.360,445.461,443.863,440.347,439.742
1231,435.254,436.535,437.002,445.516,444.468,440.490,439.922
1232,434.716,436.538,436.392,446.015,445.247,440.800,439.512
1233,434.574,436.476,435.874,446.684,446.163,441.360,438.859
1234,434.830,436.434,435.831,447.254,447.088,441.930,438.428
1235,435.270,436.546,436.234,447.725,447.739,442.318,438.454
1236,435.799,436.766,436.635,448.196,448.017,442.563,438.706
1237,436.231,436.897,436.754,448.605,447.943,442.736,438.746
1238,436.462,436.742,436.785,448.664,447.722,442.841,438.482
1239,436.499,436.438,436.908,448.470,447.464,442.986,438.061
1240,436.399,436.526,436.910,448.317,447.145,443.190,437.778
1241,436.131,437.086,436.704,448.452,446.728,443.198,437.735
1242,435.785,437.558,436.478,448.695,446.321,443.068,437.862
1243,435.487,437.382,436.387,448.560,445.994,442.899,438.096
1244,435.249,436.746,436.345,448.055,445.842,442.578,438.281
1245,434.926,436.051,436.114,447.391,445.928,442.049,438.474
1246,434.583,435.657,435.707,447.037,446.126,441.631,438.635
1247,434.426,435.642,435.295,447.038,446.310,441.551,438.661
1248,434.524,435.883,434.961,447.155,446.465,441.707,438.428
1249,434.675,436.222,434.949,447.047,446.628,441.869,438.166
1250,434.854,436.481,435.377,446.751,446.719,441.986,438.155
1251,434.956,436.708,435.926,446.716,446.707,442.025,438.580
1252,435.009,436.931,436.261,447.104,446.677,442.142,439.092
1253,435.044,436.987,436.295,447.741,446.802,442.411,439.331
1254,435.128,436.742,436.267,448.332,447.062,442.895,439.117
1255,435.148,436.399,436.518,448.561,447.202,443.324,438.839
1256,434.993,436.214,437.000,448.721,447.207,443.358,438.827
1257,434.851,436.441,437.356,449.270,447.061,443.161,438.899
1258,434.803,436.924,437.261,450.088,446.892,443.092,438.818
1259,434.799,437.323,436.904,450.376,447.004,443.161,438.631
1260,434.859,437.342,436.615,449.935,447.510,443.176,438.392
1261,435.070,437.093,436.417,449.331,448.007,443.087,438.250
1262,435.397,436.927,436.258,449.035,448.090,443.000,438.170
1263,435.646,436.939,436.197,448.830,447.892,442.887,438.166
1264,435.710,436.951,436.243,448.562,447.730,442.788,438.253
1265,435.582,436.744,436.425,448.387,447.665,442.645,438.450
1266,435.225,436.469,436.592,448.414,447.450,442.392,438.738
1267,434.863,436.278,436.517,448.523,447.137,442.049,439.018
1268,434.595,436.208,436.263,448.489,446.690,441.799,439.081
1269,434.461,436.329,436.043,448.132,446.133,441.779,438.805
1270,434.377,436.517,436.064,447.575,445.525,441.938,438.403
1271,434.274,436.631,436.082,447.074,444.972,442.186,438.236
1272,434.206,436.541,435.855,446.855,444.769,442.319,438.460
1273,434.256,436.297,435.479,446.893,444.824,442.212,438.652
1274,434.547,436.067,435.301,447.087,444.838,441.794,438.590
1275,435.051,435.858,435.506,447.169,444.791,441.186,438.450
1276,435.554,435.935,435.877,447.057,444.925,440.709,438.539
1277,435.862,436.435,436.073,446.733,445.260,440.564,438.818
1278,435.993,437.125,435.956,446.343,445.486,440.681,439.080
1279,435.876,437.561,435.633,446.008,445.478,440.853,439.205
1280,435.588,437.433,435.345,445.920,445.163,441.014,439.124
1281,435.226,436.898,435.223,445.965,444.612,441.019,438.841
1282,434.905,436.428,435.364,445.815,443.919,440.848,438.629
1283,434.645,436.298,435.720,445.260,443.448,440.556,438.669
1284,434.464,436.396,436.178,444.501,443.336,440.288,438.883
1285,434.203,436.504,436.628,443.942,443.552,440.143,439.029
1286,433.893,436.526,436.701,443.687,443.912,440.270,438.936
1287,433.787,436.457,436.286,443.731,444.174,440.611,438.590
1288,434.146,436.431,435.737,443.884,444.284,440.875,438.225
1289,434.760,436.472,435.365,443.967,444.148,440.848,438.101
1290,435.305,436.601,435.241,444.150,443.849,440.514,438.235
1291,435.621,436.720,435.270,444.507,443.527,440.185,438.502
1292,435.689,436.562,435.446,444.933,443.266,439.996,438.777
1293,435.587,436.132,435.786,445.165,443.236,440.062,438.995
1294,435.234,435.705,436.077,445.254,443.360,440.331,439.034
1295,434.822,435.608,436.142,445.203,443.528,440.619,438.836
1296,434.562,435.811,435.930,445.043,443.591,440.828,438.684
1297,434.765,436.024,435.597,444.905,443.416,440.930,438.585
1298,435.369,436.189,435.307,444.860,443.074,440.979,438.482
1299,435.873,436.271,435.291,444.936,442.685,440.986,438.549
1300,435.775,436.254,435.578,445.028,442.448,440.986,438.822
1301,435.156,436.143,436.004,445.055,442.379,441.028,439.065
1302,434.479,436.057,436.268,445.029,442.409,441.058,439.164
1303,434.202,436.080,436.222,445.023,442.518,440.932,439.119
1304,434.198,436.082,436.033,444.994,442.842,440.560,439.100
1305,434.260,436.091,435.920,444.924,443.283,440.070,439.116
1306,434.307,436.200,435.869,444.761,443.608,439.711,439.081
1307,434.462,436.272,435.678,444.481,443.659,439.687,438.929
1308,434.719,436.136,435.338,444.182,443.533,439.782,438.828
1309,434.963,435.780,435.142,443.906,443.282,439.748,438.908
1310,435.023,435.345,435.249,443.651,442.909,439.523,439.174
1311,434.985,435.124,435.567,443.291,442.437,439.334,439.287
1312,434.958,435.238,435.913,442.905,442.148,439.334,438.999
1313,435.172,435.615,436.218,442.631,442.005,439.432,438.526
1314,435.477,435.933,436.310,442.822,441.918,439.513,438.173
1315,435.534,436.019,436.068,443.376,441.664,439.516,438.016
1316,435.132,435.947,435.577,443.803,441.419,439.452,437.952
1317,434.465,435.837,435.216,443.817,441.318,439.353,437.903
1318,433.839,435.711,435.135,443.757,441.399,439.110,437.809
1319,433.621,435.682,435.263,443.912,441.576,438.770,437.776
1320,433.822,435.833,435.310,444.166,441.717,438.517,437.889
1321,434.219,436.027,435.269,444.225,441.860,438.464,438.138
1322,434.613,436.027,435.099,443.986,441.905,438.465,438.405
1323,434.723,435.937,434.920,443.665,441.835,438.349,438.598
1324,434.495,435.915,434.735,443.281,441.571,438.216,438.618
1325,434.095,435.962,434.634,442.943,441.243,438.209,438.489
1326,433.728,435.901,434.716,442.690,440.926,438.322,438.268
1327,433.584,435.635,435.025,442.455,440.675,438.249,438.210
1328,433.794,435.318,435.321,442.206,440.317,437.926,438.347
1329,434.295,435.168,435.399,441.976,440.017,437.648,438.645
1330,434.889,435.179,435.326,441.803,439.941,437.754,438.727
1331,435.232,435.086,435.284,441.624,440.265,438.078,438.433
1332,435.320,434.934,435.319,441.501,440.695,438.226,438.065
1333,435.344,435.004,435.357,441.593,440.944,438.062,437.953
1334,435.386,435.204,435.502,441.841,441.007,437.870,438.102
1335,435.501,435.286,435.761,441.909,441.091,437.770,438.189
1336,435.576,435.220,435.983,441.715,441.093,437.701,438.022
1337,435.721,435.347,435.803,441.548,440.863,437.614,437.841
1338,435.997,435.593,435.392,441.656,440.415,437.328,437.829
1339,436.295,435.657,434.916,442.079,440.027,437.013,437.917
1340,436.361,435.555,434.486,442.471,439.896,436.960,438.078
1341,436.121,435.588,434.194,442.602,439.793,437.185,438.379
1342,435.755,435.752,434.111,442.523,439.636,437.355,438.666
1343,435.500,435.849,434.124,442.360,439.668,437.238,438.777
1344,435.440,435.685,434.144,442.194,440.031,436.963,438.846
1345,435.571,435.363,434.240,442.092,440.616,436.853,438.951
1346,435.641,434.970,434.348,442.090,441.116,436.794,439.123
1347,435.551,434.739,434.372,442.061,441.323,436.646,439.224
1348,435.392,434.678,434.258,442.049,441.409,436.600,439.306
1349,435.476,434.674,434.256,441.996,441.406,436.892,439.527
1350,435.610,434.583,434.491,441.860,441.270,437.404,439.936
1351,435.486,434.493,434.865,441.604,440.973,437.732,440.334
1352,435.207,434.608,435.086,441.369,440.688,437.784,440.474
1353,435.046,434.939,435.087,441.358,440.497,437.618,440.544
1354,435.109,435.368,435.179,441.615,440.259,437.321,440.721
1355,435.242,435.878,435.439,441.851,439.830,436.960,440.926
1356,435.237,436.289,435.712,441.751,439.517,436.681,440.944
1357,435.110,436.412,435.824,441.476,439.585,436.578,440.697
1358,434.857,436.106,435.707,441.230,439.959,436.716,440.408
1359,434.615,435.552,435.437,441.090,440.309,437.080,440.189
1360,434.504,435.052,435.190,440.891,440.640,437.490,440.073
1361,434.560,434.801,435.062,440.611,440.923,437.804,439.951
1362,434.749,434.746,435.000,440.363,441.093,437.811,439.874
1363,434.791,434.649,435.026,440.353,441.045,437.507,439.858
1364,434.492,434.651,435.077,440.642,440.726,437.071,439.886
1365,434.025,434.720,435.094,440.893,440.129,436.717,440.062
1366,433.726,434.848,435.015,440.907,439.416,436.651,440.284
1367,433.708,434.851,434.909,440.900,439.036,436.781,440.459
1368,433.729,434.540,434.864,441.131,439.053,436.976,440.423
1369,433.842,434.031,434.819,441.639,439.097,437.098,440.299
1370,434.248,433.829,434.692,442.071,438.909,437.087,440.244
1371,434.930,434.084,434.565,442.251,438.714,436.970,440.277
1372,435.630,434.487,434.525,442.188,438.964,436.874,440.454
1373,436.070,434.723,434.591,441.874,439.618,436.933,440.659
1374,435.988,434.737,434.746,441.264,440.275,437.140,440.863
1375,435.386,434.671,434.840,440.471,440.642,437.249,440.986
1376,434.708,434.684,434.655,439.818,440.719,437.139,440.962
1377,434.214,434.766,434.056,439.842,440.602,436.846,440.922
1378,433.968,434.736,433.259,440.477,440.245,436.533,440.756
1379,433.950,434.773,432.869,441.162,439.890,436.310,440.492
1380,434.170,434.978,433.101,441.361,439.807,436.191,440.205
1381,434.647,435.110,433.777,441.298,439.966,436.135,439.996
1382,435.224,435.058,434.569,441.279,440.113,436.180,439.794
1383,435.695,434.973,435.126,441.418,440.041,436.316,439.530
1384,435.893,435.187,435.257,441.446,439.773,436.451,439.262
1385,435.847,435.459,434.908,441.137,439.414,436.575,439.184
1386,435.792,435.512,434.397,440.761,439.175,436.666,439.375
1387,435.592,435.281,433.957,440.607,439.306,436.631,439.558
1388,435.062,434.953,433.746,440.659,439.685,436.459,439.677
1389,434.412,434.716,433.795,440.623,439.984,436.318,439.674
1390,434.131,434.550,434.049,440.552,439.868,436.253,439.496
1391,434.303,434.504,434.290,440.597,439.415,436.150,439.189
1392,434.631,434.667,434.323,440.821,439.151,435.951,438.944
1393,434.954,434.955,434.230,441.176,439.245,435.805,438.954
1394,435.391,435.211,434.275,441.432,439.361,435.773,439.267
1395,435.916,435.398,434.582,441.400,439.353,435.769,439.681
1396,436.189,435.655,435.024,441.205,439.198,435.782,439.914
1397,435.984,435.823,435.283,441.079,439.057,435.863,439.769
1398,435.569,435.810,435.153,441.086,439.000,435.958,439.484
1399,435.195,435.630,435.013,440.983,439.041,436.014,439.227
1400,434.909,435.412,435.114,440.711,439.105,435.962,439.016
1401,434.691,435.232,435.226,440.484,439.167,435.890,438.822
1402,434.623,435.074,435.111,440.377,439.347,435.845,438.646
1403,434.668,434.892,434.767,440.323,439.548,435.796,438.710
1404,434.792,434.725,434.457,440.347,439.561,435.573,439.105
1405,434.978,434.683,434.414,440.465,439.266,435.237,439.747
1406,435.232,434.885,434.666,440.662,438.726,435.172,440.209
1407,435.368,435.357,434.905,440.758,438.289,435.457,440.204
1408,435.241,435.639,434.896,440.427,438.281,435.722,439.823
1409,435.034,435.571,434.673,439.794,438.652,435.824,439.446
1410,435.053,435.360,434.287,439.349,439.011,435.921,439.212
1411,435.440,435.182,433.897,439.419,439.154,436.161,439.137
1412,435.860,434.841,433.650,439.824,439.276,436.337,439.131
1413,435.856,434.290,433.633,440.121,439.596,436.314,439.206
1414,435.538,433.832,433.937,440.120,439.973,436.179,439.320
1415,435.282,433.812,434.327,439.970,440.166,435.828,439.303
1416,435.062,434.201,434.524,439.908,440.054,435.210,438.971
1417,434.760,434.724,434.227,439.842,439.707,434.650,438.664
1418,434.405,434.973,433.641,439.702,439.404,434.422,438.628
1419,434.232,434.996,433.219,439.595,439.312,434.430,438.704
1420,434.266,435.004,433.204,439.567,439.382,434.486,438.543
1421,434.378,434.996,433.601,439.616,439.334,434.577,438.212
1422,434.484,434.897,434.186,439.758,439.070,434.698,438.101
1423,434.547,434.547,434.640,439.928,438.806,434.820,438.288
1424,434.663,434.069,434.777,440.051,438.625,434.989,438.670
