 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7
4716,435.243,434.409,433.926,440.451,439.225,436.191,437.840
4717,434.713,434.310,433.980,440.158,439.237,436.169,437.993
4718,434.479,434.127,434.436,439.762,439.457,436.064,438.086
4719,434.602,434.099,434.868,439.507,439.807,435.955,438.025
4720,434.875,434.365,434.858,439.484,440.016,435.826,437.909
4721,435.054,434.686,434.652,439.657,440.130,435.834,437.789
4722,435.214,434.639,434.455,439.848,440.300,435.927,437.658
4723,435.466,434.191,434.383,440.066,440.540,435.993,437.539
4724,435.769,433.789,434.390,440.315,440.602,435.922,437.487
4725,436.027,433.735,434.545,440.520,440.378,435.829,437.591
4726,436.025,434.072,434.763,440.572,439.952,435.870,437.791
4727,435.817,434.515,434.966,440.511,439.501,436.032,437.949
4728,435.524,434.928,435.017,440.430,439.249,436.103,437.980
4729,435.279,435.217,434.896,440.260,439.226,436.005,437.926
4730,435.215,435.395,434.683,439.978,439.365,435.989,438.048
4731,435.451,435.520,434.465,439.535,439.542,436.110,438.308
4732,435.826,435.519,434.333,439.158,439.851,436.223,438.463
4733,435.909,435.326,434.401,439.044,440.213,436.213,438.521
4734,435.570,435.041,434.479,439.114,440.390,436.140,438.537
4735,435.197,434.866,434.346,439.242,440.270,436.038,438.518
4736,435.029,434.898,434.094,439.210,439.970,435.762,438.459
4737,435.124,435.119,433.862,439.016,439.782,435.392,438.400
4738,435.331,435.447,433.793,438.855,439.684,435.055,438.383
4739,435.440,435.481,433.920,438.998,439.628,434.933,438.294
4740,435.326,435.073,434.128,439.421,439.489,434.984,438.277
4741,435.207,434.450,434.308,439.830,439.325,435.141,438.509
4742,435.221,434.060,434.261,439.826,439.254,435.283,438.910
4743,435.299,434.038,434.146,439.274,439.461,435.416,439.065
4744,435.262,434.158,434.039,438.566,439.758,435.606,438.938
4745,435.177,434.296,434.023,438.224,439.961,435.846,438.711
4746,435.131,434.312,434.004,438.446,439.945,436.046,438.555
4747,435.174,434.156,433.866,439.062,439.880,436.111,438.442
4748,435.215,434.029,433.732,439.641,440.034,435.986,438.268
4749,435.296,434.047,433.717,439.848,440.434,435.701,438.209
4750,435.482,434.190,433.651,439.765,440.778,435.269,438.392
4751,435.754,434.457,433.388,439.492,440.749,434.827,438.683
4752,436.045,434.787,433.065,439.187,440.372,434.777,438.811
4753,436.311,434.837,432.986,439.009,439.812,435.208,438.829
4754,436.502,434.452,433.312,439.084,439.390,435.673,438.940
4755,436.452,433.960,433.715,439.281,439.221,435.697,439.136
4756,436.142,433.737,433.923,439.484,439.255,435.329,439.307
4757,435.831,433.897,433.931,439.615,439.313,435.024,439.483
4758,435.762,434.122,433.869,439.663,439.433,435.045,439.675
4759,435.743,434.280,433.840,439.650,439.686,435.440,439.715
4760,435.527,434.300,433.922,439.595,439.971,436.084,439.527
4761,435.183,434.286,434.088,439.616,440.101,436.683,439.177
4762,434.933,434.348,434.182,439.708,440.111,436.981,438.847
4763,434.874,434.429,434.214,439.730,440.182,437.020,438.792
4764,435.007,434.599,434.235,439.689,440.328,436.904,439.105
4765,435.272,434.837,434.179,439.742,440.512,436.697,439.567
4766,435.534,435.181,433.986,439.986,440.654,436.426,439.803
4767,435.724,435.311,433.652,440.285,440.775,436.266,439.614
4768,435.981,435.281,433.445,440.365,440.936,436.253,439.246
4769,436.316,435.190,433.633,440.194,440.973,436.298,439.069
4770,436.538,435.065,434.258,439.939,440.891,436.334,439.208
4771,436.445,434.723,434.923,439.914,440.688,436.456,439.413
4772,436.252,434.441,435.385,440.050,440.427,436.775,439.538
4773,436.140,434.422,435.462,440.360,440.175,437.220,439.572
4774,436.111,434.685,435.185,440.674,440.132,437.690,439.465
4775,435.982,434.992,434.843,441.025,440.290,438.003,439.208
4776,435.748,435.280,434.670,441.290,440.494,437.980,438.886
4777,435.500,435.573,434.780,441.395,440.590,437.702,438.717
4778,435.251,435.836,435.088,441.274,440.697,437.461,438.553
4779,435.056,436.079,435.546,440.971,440.863,437.407,438.269
4780,434.899,436.113,436.056,440.578,441.174,437.474,437.822
4781,434.858,435.870,436.360,440.249,441.497,437.389,437.455
4782,434.990,435.584,436.270,440.024,441.614,437.041,437.285
4783,435.247,435.382,435.854,440.028,441.385,436.574,437.312
4784,435.526,435.332,435.394,440.175,441.010,436.277,437.539
4785,435.701,435.415,435.095,440.483,440.691,436.337,437.769
4786,435.746,435.703,434.963,440.776,440.641,436.632,437.986
4787,435.795,435.963,434.969,440.872,440.868,436.991,438.262
4788,435.789,435.988,434.931,440.636,441.140,437.173,438.583
4789,435.655,435.873,434.638,440.141,441.190,437.096,438.790
4790,435.522,435.839,434.245,439.652,441.082,437.009,438.727
4791,435.479,435.940,434.063,439.292,441.131,436.967,438.464
4792,435.417,435.980,434.091,439.074,441.463,437.015,438.178
4793,435.359,435.814,434.177,439.206,441.681,437.148,438.074
4794,435.348,435.646,434.204,439.613,441.414,437.259,438.208
4795,435.496,435.635,434.258,440.038,440.788,437.140,438.516
4796,435.563,435.658,434.430,440.258,440.267,436.838,438.809
4797,435.415,435.510,434.771,440.100,440.094,436.741,438.948
4798,435.145,435.292,435.013,439.936,440.053,436.846,439.029
4799,434.906,435.274,434.856,439.990,439.971,436.888,439.146
4800,434.852,435.507,434.442,440.267,439.825,436.684,439.269
4801,434.864,435.804,434.088,440.620,439.673,436.303,439.391
4802,434.841,435.903,433.947,440.827,439.676,435.999,439.473
4803,434.890,435.734,433.905,440.830,439.894,435.892,439.386
4804,435.104,435.395,433.936,440.655,440.168,436.043,439.195
4805,435.480,435.061,434.152,440.491,440.346,436.369,439.190
4806,435.883,434.935,434.507,440.459,440.558,436.683,439.346
4807,436.084,434.932,434.875,440.362,440.841,436.816,439.504
4808,435.963,434.918,435.151,439.956,441.031,436.840,439.436
4809,435.746,434.827,435.215,439.252,440.972,436.764,439.300
4810,435.519,434.765,435.137,438.697,440.705,436.572,439.299
4811,435.291,434.710,435.051,438.589,440.438,436.317,439.504
4812,435.220,434.589,434.865,438.743,440.227,436.003,439.846
4813,435.405,434.462,434.595,438.916,440.062,435.607,440.162
4814,435.604,434.547,434.444,439.136,439.836,435.176,440.398
4815,435.465,434.732,434.584,439.531,439.704,434.990,440.559
4816,435.146,434.774,434.842,439.843,439.643,435.078,440.581
4817,435.045,434.608,434.931,440.004,439.569,435.202,440.504
4818,435.123,434.392,434.796,440.135,439.400,435.186,440.421
4819,434.999,434.440,434.463,440.327,439.290,435.128,440.319
4820,434.750,434.735,434.357,440.386,439.329,435.200,440.164
4821,434.646,435.043,434.580,440.256,439.398,435.433,439.960
4822,434.922,435.279,434.803,440.031,439.572,435.600,439.793
4823,435.294,435.480,434.639,439.845,439.863,435.652,439.704
4824,435.547,435.549,434.345,439.737,440.057,435.718,439.598
4825,435.558,435.289,434.265,439.813,440.001,435.842,439.366
4826,435.282,434.774,434.414,440.041,439.865,436.080,439.004
4827,434.786,434.296,434.518,440.319,439.741,436.265,438.648
4828,434.285,434.091,434.518,440.472,439.822,436.411,438.509
4829,434.068,434.096,434.543,440.332,440.108,436.537,438.460
4830,434.182,434.056,434.542,439.982,440.326,436.597,438.401
4831,434.425,434.032,434.332,439.771,440.255,436.588,438.297
4832,434.584,434.160,434.003,439.913,439.940,436.401,438.405
4833,434.469,434.320,433.737,440.201,439.861,436.222,438.711
4834,434.256,434.504,433.719,440.151,440.115,436.183,439.079
4835,434.294,434.723,433.878,439.720,440.395,436.355,439.286
4836,434.695,434.994,433.976,439.250,440.433,436.387,439.286
4837,435.224,435.224,433.927,439.197,440.150,436.224,439.069
4838,435.711,435.432,433.655,439.516,439.738,436.076,438.838
4839,435.884,435.630,433.375,439.820,439.460,436.202,438.749
4840,435.623,435.921,433.360,439.907,439.448,436.569,438.683
4841,435.070,436.037,433.766,440.070,439.806,437.069,438.527
4842,434.779,435.969,434.350,440.537,440.607,437.547,438.276
4843,434.898,435.818,434.912,441.372,441.645,437.923,438.112
4844,435.232,435.566,435.473,442.180,442.525,438.247,438.303
4845,435.433,435.229,436.025,442.655,442.901,438.484,438.865
4846,435.385,434.996,436.416,442.856,442.857,438.542,439.713
4847,435.112,435.101,436.515,442.946,442.622,438.428,440.658
4848,434.931,435.483,436.472,443.134,442.546,438.345,441.504
4849,434.955,435.856,436.459,443.503,442.744,438.483,442.074
4850,435.117,435.961,436.591,444.081,443.121,438.811,442.315
4851,435.248,435.927,436.751,444.706,443.410,439.031,442.290
4852,435.352,435.845,436.891,444.960,443.590,439.032,442.169
4853,435.493,435.794,436.945,444.845,443.687,439.030,442.138
4854,435.688,435.886,437.002,444.727,443.719,439.061,442.340
4855,435.849,436.149,437.054,444.838,443.681,438.959,442.794
4856,435.967,436.284,437.060,445.068,443.604,438.754,443.196
4857,435.919,436.048,436.896,445.235,443.578,438.727,443.330
4858,435.656,435.542,436.631,445.342,443.646,438.994,443.298
4859,435.446,435.111,436.508,445.509,443.881,439.265,443.294
4860,435.560,434.960,436.579,445.601,444.144,439.353,443.278
4861,435.945,435.112,436.888,445.488,444.233,439.276,443.280
4862,436.404,435.440,437.226,445.055,444.266,439.207,443.283
4863,436.727,435.695,437.463,444.485,444.493,439.402,443.226
4864,436.809,435.850,437.552,443.941,444.826,439.671,443.158
4865,436.735,435.923,437.569,443.611,444.995,439.875,443.095
4866,436.664,436.030,437.609,443.690,444.998,439.820,443.061
4867,436.453,436.273,437.819,444.273,444.904,439.728,442.927
4868,436.142,436.581,438.145,445.007,444.700,439.767,442.592
4869,435.784,436.797,438.417,445.452,444.341,439.989,442.187
4870,435.519,436.861,438.426,445.586,443.892,440.188,442.025
4871,435.358,436.882,438.196,445.388,443.623,440.151,442.237
4872,435.336,436.892,437.890,445.040,443.616,439.897,442.629
4873,435.469,436.869,437.656,444.725,443.800,439.686,442.914
4874,435.554,436.806,437.545,444.754,443.899,439.817,442.956
4875,435.477,436.684,437.535,445.030,443.918,440.218,442.812
4876,435.236,436.490,437.611,445.229,443.966,440.590,442.633
4877,435.044,436.360,437.681,445.070,444.011,440.682,442.372
4878,435.065,436.416,437.779,444.891,443.849,440.398,441.945
4879,435.322,436.597,437.733,445.198,443.505,439.858,441.390
4880,435.715,436.798,437.592,445.776,443.351,439.385,441.090
4881,436.181,436.930,437.450,446.162,443.569,439.218,441.255
4882,436.518,437.009,437.525,446.173,444.092,439.346,441.577
4883,436.647,437.045,437.940,446.003,444.441,439.613,441.684
4884,436.746,437.065,438.586,445.863,444.492,440.038,441.611
4885,436.839,436.955,439.144,446.004,444.486,440.436,441.808
4886,436.771,436.795,439.309,446.563,444.693,440.629,442.211
4887,436.644,436.821,439.156,447.362,445.071,440.699,442.432
4888,436.537,437.142,438.843,448.162,445.345,440.770,442.111
4889,436.470,437.426,438.511,448.599,445.391,440.979,441.529
4890,436.331,437.570,438.356,448.545,445.338,441.215,441.069
4891,436.144,437.575,438.494,448.057,445.391,441.403,440.929
4892,436.071,437.596,438.778,447.432,445.546,441.510,440.975
4893,436.076,437.697,438.928,446.861,445.717,441.732,441.043
4894,435.836,437.918,438.801,446.466,445.875,442.098,440.980
4895,435.369,438.144,438.619,446.460,446.005,442.296,440.771
4896,435.162,438.189,438.483,446.693,446.091,442.077,440.590
4897,435.346,437.982,438.429,446.808,446.018,441.597,440.532
4898,435.519,437.625,438.341,446.707,445.871,441.031,440.615
4899,435.389,437.386,438.227,446.574,445.671,440.578,440.789
4900,435.131,437.361,438.231,446.407,445.395,440.279,440.964
4901,435.104,437.454,438.314,446.060,445.131,440.094,440.925
4902,435.370,437.655,438.297,445.573,444.926,440.090,440.667
4903,435.754,437.642,438.158,445.066,444.721,440.471,440.386
4904,435.934,437.321,438.103,444.869,444.423,441.104,440.238
4905,435.861,436.953,438.362,445.031,444.121,441.577,440.030
4906,435.661,436.683,438.901,445.473,443.829,441.663,439.845
4907,435.607,436.525,439.424,445.826,443.632,441.414,439.868
4908,435.708,436.542,439.613,445.926,443.541,440.980,440.140
4909,435.756,436.608,439.442,445.878,443.576,440.407,440.414
4910,435.773,436.578,439.100,445.886,443.715,439.951,440.397
4911,435.859,436.491,438.812,445.896,443.915,439.834,440.046
4912,436.010,436.570,438.712,445.630,444.185,439.884,439.626
4913,436.037,436.701,438.718,445.136,444.238,439.834,439.412
4914,435.930,436.608,438.523,444.673,443.989,439.668,439.418
4915,435.900,436.439,438.084,444.450,443.673,439.371,439.495
4916,436.026,436.458,437.541,444.367,443.587,439.003,439.643
4917,436.136,436.684,437.200,444.265,443.710,438.658,439.791
4918,436.171,436.875,437.162,444.182,443.688,438.467,439.970
4919,436.102,436.879,437.256,444.110,443.353,438.331,440.102
4920,435.982,436.770,437.269,444.055,442.853,438.184,440.142
4921,435.972,436.578,437.133,443.951,442.521,438.053,440.095
4922,436.219,436.375,436.971,443.890,442.621,438.165,440.022
4923,436.536,436.261,436.769,443.938,442.958,438.441,439.850
4924,436.522,436.243,436.593,443.970,443.220,438.666,439.619
4925,435.942,436.359,436.360,443.742,443.291,438.705,439.394
4926,435.191,436.611,436.152,443.325,443.158,438.669,439.278
4927,434.963,436.746,436.146,442.935,442.850,438.604,439.235
4928,435.319,436.632,436.258,442.736,442.371,438.404,439.101
4929,435.661,436.256,436.359,442.706,441.841,438.085,438.713
4930,435.561,435.890,436.397,442.615,441.384,437.578,438.302
4931,435.291,435.856,436.453,442.395,441.109,437.078,438.150
4932,435.337,435.979,436.480,442.257,441.102,436.849,438.433
4933,435.774,435.975,436.330,442.379,441.394,437.021,438.984
4934,436.231,435.667,436.001,442.622,441.664,437.328,439.443
4935,436.299,435.293,435.650,442.959,441.579,437.487,439.631
4936,436.041,434.935,435.483,443.226,441.349,437.398,439.631
4937,435.848,434.691,435.574,443.241,441.300,437.297,439.697
4938,435.909,434.641,435.762,443.079,441.330,437.426,439.910
4939,436.109,434.806,435.715,442.945,441.299,437.688,440.281
4940,436.219,435.122,435.371,443.016,441.239,437.928,440.672
4941,436.265,435.333,435.049,443.130,441.385,438.075,440.969
4942,436.252,435.411,434.990,443.019,441.690,438.166,441.087
4943,435.990,435.482,435.080,442.736,442.099,438.309,441.016
4944,435.437,435.615,435.095,442.431,442.394,438.626,440.917
4945,434.909,435.768,435.101,442.395,442.379,439.101,440.905
4946,434.820,435.901,435.219,442.532,442.064,439.375,440.868
4947,435.049,435.958,435.312,442.506,441.762,439.379,440.729
4948,435.292,435.814,435.198,442.335,441.734,439.261,440.579
4949,435.406,435.652,434.979,442.057,441.911,439.167,440.513
4950,435.576,435.714,434.707,441.934,442.208,439.021,440.432
4951,435.903,435.884,434.554,441.768,442.481,438.698,440.278
4952,436.311,435.818,434.647,441.567,442.471,438.270,440.171
4953,436.550,435.477,434.966,441.520,442.136,438.064,440.214
4954,436.533,435.106,435.247,441.661,441.751,438.146,440.459
4955,436.393,434.847,435.208,441.877,441.676,438.267,440.758
4956,436.258,434.679,434.910,441.843,441.902,438.275,440.978
4957,436.056,434.725,434.553,441.455,442.167,438.319,441.001
4958,435.864,434.999,434.276,441.030,442.183,438.440,440.934
4959,435.749,435.228,434.202,440.899,441.935,438.495,440.837
4960,435.753,435.187,434.300,441.146,441.595,438.414,440.680
4961,435.842,435.151,434.480,441.547,441.293,438.437,440.431
4962,436.032,435.223,434.715,441.864,441.026,438.596,440.217
4963,436.041,435.175,435.116,441.918,440.889,438.858,440.135
4964,435.711,434.892,435.629,441.655,440.958,439.201,440.218
4965,435.370,434.705,435.923,441.153,441.122,439.282,440.493
4966,435.304,434.751,435.852,440.624,441.208,438.886,440.776
4967,435.535,434.830,435.536,440.370,441.161,438.369,440.747
4968,435.955,434.821,435.234,440.552,440.982,438.078,440.328
4969,436.484,434.716,434.861,440.867,440.761,438.141,439.818
4970,437.084,434.549,434.532,440.983,440.491,438.202,439.655
4971,437.446,434.389,434.375,440.803,440.287,438.079,439.966
4972,437.350,434.241,434.364,440.413,440.199,437.817,440.509
4973,436.809,434.159,434.541,440.029,440.355,437.419,440.874
4974,436.164,434.164,434.827,439.865,440.700,437.014,440.688
4975,435.677,434.220,435.059,439.959,441.040,436.824,440.063
4976,435.562,434.209,434.957,440.024,441.219,437.091,439.524
4977,435.675,434.196,434.554,439.900,441.237,437.587,439.357
4978,435.717,434.354,434.125,439.736,441.039,437.835,439.518
4979,435.618,434.640,434.032,439.697,440.584,437.712,439.688
4980,435.484,434.746,434.396,439.856,440.022,437.467,439.701
4981,435.548,434.555,434.905,439.964,439.647,437.182,439.651
4982,435.681,434.254,435.093,440.000,439.677,436.843,439.651
4983,435.876,434.108,434.927,440.072,439.991,436.458,439.651
4984,436.056,434.236,434.834,440.148,440.284,436.261,439.546
4985,436.163,434.465,434.849,440.144,440.352,436.388,439.386
4986,436.191,434.565,434.708,440.001,440.274,436.707,439.230
4987,436.015,434.434,434.336,439.849,440.141,437.073,439.204
4988,435.712,434.211,434.026,439.927,440.090,437.270,439.397
4989,435.468,434.141,434.068,440.369,440.093,437.131,439.712
4990,435.366,434.272,434.319,440.869,440.130,436.785,439.904
4991,435.187,434.467,434.573,441.028,440.198,436.666,439.761
4992,434.972,434.616,434.689,440.868,440.317,436.939,439.411
4993,434.878,434.561,434.650,440.620,440.455,437.237,439.180
4994,434.904,434.409,434.502,440.426,440.469,437.346,439.226
4995,434.965,434.321,434.375,440.442,440.257,437.424,439.480
4996,435.010,434.296,434.431,440.650,439.936,437.669,439.955
4997,434.963,434.181,434.635,440.822,439.771,437.903,440.460
4998,434.975,433.815,434.890,440.597,439.670,437.972,440.702
4999,435.029,433.453,435.013,440.094,439.563,437.834,440.544
5000,435.199,433.390,435.044,439.612,439.460,437.649,440.140
5001,435.379,433.703,434.923,439.334,439.561,437.462,439.787
5002,435.571,434.075,434.823,439.199,439.769,437.221,439.572
5003,435.713,434.246,434.886,439.119,439.852,436.980,439.448
5004,435.723,434.190,435.169,439.016,439.717,436.791,439.355
5005,435.582,434.170,435.324,439.028,439.565,436.737,439.416
5006,435.416,434.162,435.076,439.280,439.595,436.792,439.688
5007,435.252,434.127,434.348,439.944,439.866,436.852,440.081
5008,435.168,434.058,433.540,440.719,440.355,436.913,440.451
5009,435.353,434.039,433.117,441.290,440.955,436.933,440.566
5010,435.688,434.180,433.207,441.548,441.324,437.001,440.382
5011,436.044,434.511,433.647,441.630,441.240,437.257,440.119
5012,436.228,435.080,434.151,441.595,440.776,437.625,439.883
5013,436.325,435.720,434.675,441.344,440.409,438.058,439.629
5014,436.402,435.835,435.186,441.163,440.439,438.362,439.278
5015,436.509,435.321,435.479,441.252,440.781,438.520,438.989
5016,436.527,434.727,435.349,441.350,441.102,438.676,438.851
5017,436.302,434.641,434.931,441.176,441.288,438.861,438.890
5018,435.866,434.908,434.602,440.839,441.356,438.959,439.033
5019,435.448,435.237,434.584,440.754,441.361,438.871,439.251
5020,435.318,435.530,434.930,440.890,441.295,438.689,439.380
5021,435.536,435.757,435.271,441.003,441.188,438.519,439.349
5022,435.904,435.879,435.520,441.010,441.024,438.429,439.216
5023,436.057,435.890,435.606,440.896,440.981,438.555,439.173
5024,435.740,435.832,435.401,440.907,441.016,438.975,439.234
5025,435.151,435.684,435.002,441.167,441.016,439.425,439.209
5026,434.639,435.489,434.527,441.443,440.966,439.632,438.998
5027,434.461,435.302,434.300,441.595,440.936,439.590,438.716
5028,434.550,435.263,434.367,441.675,440.766,439.299,438.557
5029,434.699,435.397,434.534,441.687,440.434,439.021,438.565
5030,434.777,435.677,434.573,441.650,440.172,438.983,438.770
5031,434.811,435.958,434.324,441.596,440.054,439.063,439.016
5032,434.807,436.082,433.914,441.528,440.101,439.090,439.053
5033,434.819,435.997,433.614,441.361,440.151,439.063,438.817
5034,434.876,435.793,433.703,441.088,440.147,438.997,438.495
5035,434.914,435.601,434.163,440.677,440.137,438.929,438.372
5036,434.959,435.508,434.725,440.352,440.027,438.920,438.572
5037,435.085,435.592,435.093,440.282,439.873,438.835,438.998
5038,435.214,435.766,435.121,440.486,439.716,438.658,439.253
5039,435.214,435.941,434.909,440.724,439.709,438.455,439.167
5040,435.127,436.023,434.705,440.916,439.793,438.339,438.921
5041,435.151,435.953,434.627,441.098,439.907,438.216,438.825
5042,435.225,435.883,434.617,441.320,440.088,438.055,439.016
5043,435.365,435.822,434.590,441.497,440.181,437.885,439.245
5044,435.529,435.685,434.524,441.538,440.162,437.887,439.343
5045,435.687,435.499,434.445,441.398,439.936,437.965,439.406
5046,435.715,435.313,434.461,441.049,439.683,437.972,439.543
5047,435.554,435.183,434.573,440.504,439.568,437.830,439.657
5048,435.350,435.075,434.588,439.991,439.587,437.591,439.512
5049,435.164,435.129,434.528,439.707,439.671,437.509,439.164
5050,435.022,435.252,434.521,439.524,439.924,437.567,438.875
5051,434.905,435.395,434.595,439.278,440.494,437.534,438.838
5052,434.911,435.570,434.638,438.918,441.051,437.493,438.970
5053,435.022,435.698,434.500,438.661,441.288,437.528,439.096
5054,435.049,435.685,434.243,438.885,441.085,437.664,439.153
5055,434.871,435.535,434.048,439.419,440.705,437.685,439.145
5056,434.711,435.401,434.082,440.017,440.443,437.523,438.935
5057,434.703,435.445,434.346,440.378,440.335,437.286,438.607
5058,434.659,435.651,434.496,440.567,440.282,437.092,438.333
5059,434.567,435.929,434.357,440.623,440.363,436.976,438.273
5060,434.452,436.078,434.218,440.538,440.627,436.880,438.531
5061,434.299,435.953,434.377,440.345,440.896,436.799,438.948
5062,434.231,435.496,434.698,440.276,440.864,436.881,439.335
5063,434.523,434.874,434.822,440.528,440.495,437.126,439.484
5064,435.130,434.384,434.738,441.038,440.105,437.327,439.370
5065,435.661,434.198,434.642,441.646,440.009,437.345,439.047
5066,435.705,434.321,434.634,442.094,440.212,437.314,438.630
5067,435.340,434.508,434.621,442.108,440.340,437.347,438.255
5068,434.995,434.577,434.432,441.534,440.255,437.621,437.993
5069,435.035,434.474,434.191,440.694,440.099,438.130,437.800
5070,435.371,434.341,434.009,439.930,440.063,438.759,437.681
5071,435.607,434.309,433.994,439.628,440.068,439.321,437.847
5072,435.622,434.364,434.147,439.808,439.991,439.574,438.368
5073,435.479,434.491,434.356,440.220,439.883,439.358,439.024
5074,435.352,434.584,434.547,440.471,439.829,438.668,439.366
5075,435.235,434.609,434.616,440.314,439.908,437.856,439.281
5076,435.105,434.576,434.501,440.057,439.996,437.225,438.963
5077,435.074,434.599,434.102,439.929,439.956,436.905,438.673
5078,435.056,434.720,433.496,440.039,439.986,436.735,438.491
5079,434.778,434.898,432.976,440.229,440.306,436.796,438.608
5080,434.403,435.047,432.775,440.403,440.729,437.083,438.880
5081,434.317,435.058,432.903,440.468,440.866,437.403,438.993
5082,434.604,435.023,433.223,440.405,440.586,437.381,438.863
5083,435.042,435.009,433.499,440.400,440.132,437.051,438.750
5084,435.303,435.033,433.662,440.565,439.837,436.743,438.851
5085,435.311,434.915,433.747,440.621,439.809,436.782,438.973
5086,435.233,434.557,434.058,440.463,439.856,436.918,438.875
5087,435.222,434.092,434.687,440.270,439.702,436.753,438.574
5088,435.296,433.918,435.337,440.235,439.488,436.349,438.225
5089,435.351,434.115,435.599,440.205,439.535,436.034,438.013
5090,435.400,434.376,435.502,440.039,439.863,436.075,438.116
5091,435.366,434.527,435.267,439.686,440.031,436.434,438.477
5092,435.046,434.526,435.022,439.361,439.917,436.716,438.695
5093,434.544,434.493,434.773,439.127,439.549,436.755,438.672
5094,434.164,434.361,434.573,438.958,439.291,436.666,438.697
5095,434.089,434.350,434.460,438.774,439.239,436.625,438.969
5096,434.339,434.644,434.260,438.503,439.444,436.610,439.312
5097,434.554,435.100,433.939,438.152,439.822,436.630,439.458
5098,434.673,435.323,433.617,437.848,440.266,436.546,439.357
5099,434.831,435.155,433.390,437.826,440.489,436.341,439.159
5100,435.144,434.832,433.438,438.184,440.521,436.119,438.948
5101,435.455,434.760,433.807,438.778,440.591,436.097,438.800
5102,435.637,434.806,434.245,439.304,440.640,436.303,438.668
5103,435.688,434.678,434.432,439.595,440.464,436.405,438.436
5104,435.584,434.496,434.415,439.581,440.139,436.249,438.182
5105,435.446,434.453,434.454,439.372,440.028,436.094,438.045
5106,435.378,434.500,434.602,439.080,440.236,436.134,438.007
5107,435.500,434.643,434.580,438.876,440.592,436.285,437.861
5108,435.642,434.744,434.257,438.898,440.810,436.241,437.694
5109,435.665,434.617,433.983,439.239,440.689,436.027,437.771
5110,435.473,434.205,434.112,439.763,440.439,435.902,438.160
5111,435.152,433.759,434.399,440.164,440.316,436.049,438.495
5112,434.936,433.579,434.365,440.230,440.197,436.198,438.439
5113,435.068,433.699,434.038,439.937,440.086,436.375,438.132
5114,435.466,433.783,433.708,439.547,440.057,436.570,437.859
5115,435.811,433.746,433.554,439.315,440.277,436.841,437.814
5116,435.931,433.761,433.405,439.336,440.761,437.346,437.872
5117,435.895,433.965,433.285,439.645,441.384,438.081,437.966
5118,435.822,434.270,433.488,440.387,442.140,438.834,438.157
5119,435.681,434.651,434.079,441.413,442.851,439.492,438.395
5120,435.470,435.051,434.880,442.317,443.391,439.994,438.453
5121,435.272,435.370,435.449,443.005,443.793,440.402,438.431
5122,435.150,435.406,435.655,443.695,444.146,440.556,438.348
5123,435.075,435.117,435.740,444.604,444.362,440.416,438.253
5124,435.130,434.794,435.889,445.541,444.408,440.113,438.333
5125,435.337,434.688,436.069,446.267,444.286,439.959,438.684
5126,435.756,434.798,436.166,446.502,444.255,439.935,439.116
5127,436.111,434.944,435.961,446.274,444.481,439.995,439.300
5128,436.096,434.981,435.736,445.806,444.972,440.018,439.169
5129,435.618,434.920,435.683,445.411,445.334,440.120,438.838
5130,434.977,434.777,435.795,445.430,445.198,440.400,438.677
5131,434.607,434.532,435.777,445.793,444.681,440.666,438.784
5132,434.716,434.335,435.615,446.293,444.283,440.724,439.100
5133,435.142,434.338,435.390,446.684,444.410,440.594,439.451
5134,435.390,434.633,435.185,446.796,444.918,440.420,439.751
5135,435.415,435.010,435.050,446.549,445.472,440.193,439.809
5136,435.452,435.344,434.995,446.074,445.729,439.993,439.671
5137,435.560,435.403,434.991,445.447,445.624,439.907,439.465
5138,435.492,435.131,435.045,444.807,445.178,440.003,439.439
5139,435.263,434.677,435.166,444.447,444.457,440.125,439.707
5140,435.092,434.366,435.159,444.470,443.814,440.060,440.235
5141,435.032,434.393,434.953,444.595,443.516,439.805,440.706
5142,435.059,434.759,434.761,444.668,443.658,439.496,440.796
5143,435.122,435.226,434.760,444.644,443.974,439.273,440.594
5144,435.124,435.524,434.881,444.376,444.146,439.148,440.371
5145,434.962,435.449,434.950,443.921,444.118,439.127,440.177
5146,434.759,435.213,434.813,443.476,444.063,439.216,439.977
5147,434.847,434.931,434.577,443.277,444.095,439.337,439.854
5148,435.136,434.696,434.402,443.357,444.065,439.317,439.888
5149,435.316,434.395,434.367,443.544,443.797,439.092,439.922
5150,435.336,433.976,434.472,443.639,443.387,438.759,439.844
5151,435.214,433.523,434.743,443.634,442.993,438.471,439.660
5152,435.094,433.286,435.133,443.525,442.900,438.315,439.454
5153,434.993,433.388,435.374,443.320,443.087,438.278,439.363
5154,434.985,433.673,435.389,443.165,443.300,438.271,439.325
5155,435.145,433.965,435.265,443.228,443.179,438.317,439.213
5156,435.374,434.210,435.031,443.428,442.796,438.379,439.000
5157,435.556,434.312,434.774,443.482,442.530,438.435,438.874
5158,435.630,434.171,434.632,443.395,442.556,438.593,439.094
5159,435.699,433.967,434.739,443.313,442.628,438.784,439.612
5160,435.728,433.961,434.847,443.278,442.549,438.733,440.132
5161,435.568,434.257,434.814,443.168,442.477,438.447,440.435
5162,435.305,434.738,434.648,442.996,442.585,438.195,440.623
5163,435.186,435.135,434.661,442.893,442.827,438.258,440.850
5164,435.232,435.278,434.869,442.868,443.057,438.575,441.194
5165,435.525,435.203,434.990,442.733,443.130,438.917,441.526
